BR_CODE,P_CODE,P_NAME,BAL_QTY,MRP,NET_SALE_RATE,GEN_DATE
RKBS,3300,PAMPER PC PANT ECO (SM),2,320,316.8,24-Sep-23
RKBS,3304,PAMPER PC PANT ECO (XL),1,320,316.8,24-Sep-23
RKBS,40463,PAMPERS ACT BABY L 9-14KG 18P,1,350,332.5,24-Sep-23
RKBS,36485,PAMPERS ALOVE BABY WIPES 72NO,4,199,197.01,24-Sep-23
RKBS,58591,PAMPERS BLUE PANT ECO LARGE,3,199,197.01,24-Sep-23
RKBS,60544,PAMPERS BLUE PANT ECO MEDIUM,5,199,197.01,24-Sep-23
RKBS,58645,PAMPERS BLUE PANT ECO SMALL,5,199,197.01,24-Sep-23
RKBS,34048,PAMPERS BLUE PANT NEW JUMBO L,5,799,749,24-Sep-23
RKBS,45229,PAMPERS BLUE PANT NEW JUMBO M,3,799,749,24-Sep-23
RKBS,47024,PAMPERS BLUE PANT NEW JUMBO S,3,699,649,24-Sep-23
RKBS,47023,PAMPERS BLUE PANT REGULER XL,5,149,147.51,24-Sep-23
RKBS,59365,PAMPERS BLUE PANT SUPER SAV S,1,1099,999,24-Sep-23
RKBS,59367,PAMPERS BLUE PANT SUPER SR XL,3,999,899,24-Sep-23
RKBS,61122,PAMPERS BLUE PANT SUPER SVR M,2,999,899,24-Sep-23
RKBS,55194,PAMPERS BLUE PANT VALUE LARGE,4,399,369,24-Sep-23
RKBS,59441,PAMPERS BLUE PANT VALUE MED,5,399,369,24-Sep-23
RKBS,45546,PAMPERS BLUE PANT VALUE SMALL,5,399,369,24-Sep-23
RKBS,42524,PAMPERS BLUE PANT VALUE XL,3,399,369,24-Sep-23
RKBS,59975,PAMPERS BLUE PANT VALUE XXL,2,275,272.25,24-Sep-23
RKBS,59366,PAMPERS BLUE PAT SUPER SAV LG,2,999,899,24-Sep-23
RKBS,1331,PANCHAMAL MIX DAL 250GM,10,50,50,24-Sep-23
RKBS,1332,PANCHAMAL MIX DAL 500 GM,24,92,92,24-Sep-23
RKBS,11502,PANDA SMART GAS LIGHTER,25,59,47.2,24-Sep-23
RKBS,62610,PANEER PHOOL 100 GM,13,25,25,24-Sep-23
RKBS,58987,PANTEEN 2 IN 1 SHAM HFC 675 M,6,805,545,24-Sep-23
RKBS,58987,PANTEEN 2 IN 1 SHAM HFC 675 M,6,805,780,24-Sep-23
RKBS,58989,PANTEEN 2 IN 1 SS 675 ML,5,805,545,24-Sep-23
RKBS,58986,PANTEEN 2 IN 1 SS SHAM 340ML,2,410,335,24-Sep-23
RKBS,38561,PANTEEN ANTI DAN SHAM 200ML,3,180,178.2,24-Sep-23
RKBS,30592,PANTEEN HFC SHAMPOO 400ML,3,345,285,24-Sep-23
RKBS,40476,PANTENE 2 IN 1 SS SHAM 200ML,2,210,180,24-Sep-23
RKBS,39361,PANTENE H/ FALL CONT SHA 90ML,4,72,71.28,24-Sep-23
RKBS,43649,PANTENE HFC 2 IN 1 SHA 200ML,4,210,180,24-Sep-23
RKBS,11293,PANTENE HFC CONTROL SH 200ML,4,180,178.2,24-Sep-23
RKBS,40183,PANTENE HFC CONTROL SH 700ML,2,645,445,24-Sep-23
RKBS,309,PANTENE LIVELY CLEAN SH 200ML,3,180,178.2,24-Sep-23
RKBS,9031,PANTENE LIVELY CLEAN SH 340ML,2,345,285,24-Sep-23
RKBS,9760,PANTENE LONG BLACK SHA 200ML,4,180,178.2,24-Sep-23
RKBS,3168,PANTENE LONG BLACK SHA 340ML,2,345,285,24-Sep-23
RKBS,44518,PANTENE SILK SMTH CONDI 175ML,2,190,188.1,24-Sep-23
RKBS,41547,PANTENE SILKY SM CARE SHM 400,5,305,245,24-Sep-23
RKBS,41547,PANTENE SILKY SM CARE SHM 400,5,305,295,24-Sep-23
RKBS,43843,PANTENE TDC CONDITIONER 180ML,3,190,188.1,24-Sep-23
RKBS,41675,PANTENE TDC SHAMPOO 200ML,2,190,179,24-Sep-23
RKBS,40892,PANTENE TDC SHAMPOO 380ML,1,305,245,24-Sep-23
RKBS,40892,PANTENE TDC SHAMPOO 380ML,1,305,295,24-Sep-23
RKBS,41094,PANTENE TDC SHAMPOO 700ML,4,645,445,24-Sep-23
RKBS,2733,PAPAD KHAR 100 GM,3,15,15,24-Sep-23
RKBS,46912,PAPER CUP 150 ML ,7,50,50,24-Sep-23
RKBS,51384,PAPER GLASS 200ML*,36,50,50,24-Sep-23
RKBS,90538,PAPER GLASS 250 ML,6,65,65,24-Sep-23
RKBS,8686,PAPER PLATE NO -3,18,30,30,24-Sep-23
RKBS,8685,PAPER PLATE NO-4,20,20,20,24-Sep-23
RKBS,8687,PAPER PLATE-5,23,25,25,24-Sep-23
RKBS,55735,PAPER TEA GLASS 65 ML,23,25,25,24-Sep-23
RKBS,3255,PAR 20-20 GOLD CHOC CHIP 400G,11,150,148.5,24-Sep-23
RKBS,25888,PAR BIG KACHA MANGO B 217.8GM,38,50,49.5,24-Sep-23
RKBS,63207,PAR G KISS DAL CIN BIS 93.7G,11,10,9.9,24-Sep-23
RKBS,61032,PARA AD NAT MOISTURE B/L 250M,1,220,110,24-Sep-23
RKBS,25203,PARA ADV HF SH HAIR CRE 100GM,3,95,94.05,24-Sep-23
RKBS,34208,PARA ALOVERA COCO H-OIL 150M*,8,76,75.24,24-Sep-23
RKBS,61420,PARA AYU COCO. HAIR OIL 300ML,5,185,183.15,24-Sep-23
RKBS,32898,PARAC ADVA A-SHO ANT-DAN 100G,7,95,94.05,24-Sep-23
RKBS,32506,PARACH CLSS HAI A-SHO CR 100G,1,90,89.1,24-Sep-23
RKBS,38973,PARACHUTE ALOVERA  COC OIL250,16,130,120,24-Sep-23
RKBS,35905,PARACHUTE AYU HOT OIL 190ML,1,110,108.9,24-Sep-23
RKBS,38762,PARACHUTE AYUR HAIR OIL 95ML,6,64,63.36,24-Sep-23
RKBS,1659,PARACHUTE COCO OIL 100 ML BTL,143,37,36.63,24-Sep-23
RKBS,38930,PARACHUTE COCO OIL 175MLBTL*,119,64,63.36,24-Sep-23
RKBS,1653,PARACHUTE COCO OIL 250ML BT,70,92,91,24-Sep-23
RKBS,1626,PARACHUTE COCONUT OIL 1LT,4,370,366.3,24-Sep-23
RKBS,1654,PARACHUTE COCONUT OIL 500ML,40,172,162,24-Sep-23
RKBS,1637,PARACHUTE JASM H OIL 190 ML,11,84,83.16,24-Sep-23
RKBS,3684,PARACHUTE JASM H OIL 90 ML,2,40,39.6,24-Sep-23
RKBS,7402,PARACHUTE JASM H OIL300M BT ,6,135,125,24-Sep-23
RKBS,43455,PARK AV BEER DAMAGE FR SH200M,3,170,168.3,24-Sep-23
RKBS,43454,PARK AV BEER SHINY&BONCY 200,2,170,168.3,24-Sep-23
RKBS,23651,PARK AVENUE ALTER EGO DEO150M,6,250,125,24-Sep-23
RKBS,1585,PARK AVENUE DISCOVER 1+1 150M,2,250,125,24-Sep-23
RKBS,26212,PARK AVENUE GD MOR DEO 150 ML,2,225,112.5,24-Sep-23
RKBS,60570,PARK AVENUE NEO DEO 150 ML,16,250,125,24-Sep-23
RKBS,60571,PARK AVENUE VOYAGE DEO 150 ML,1,250,125,24-Sep-23
RKBS,47882,PARL H&S CHO CHIP SANDW 400G*,26,150,75,24-Sep-23
RKBS,33292,PARLE  MARIE 250GM,14,40,39.5,24-Sep-23
RKBS,59184,PARLE 20-20 BUTER COKIES 200G,41,30,29.7,24-Sep-23
RKBS,25846,PARLE 20-20 CASHW BUTTER200G,63,35,34.65,24-Sep-23
RKBS,59946,PARLE 20-20 GOLD BIS 600 GM*,25,160,80,24-Sep-23
RKBS,6511,PARLE 20-20 NICE SUG BIS500G*,35,150,75,24-Sep-23
RKBS,54365,PARLE 20-20 NICE SUGER BIS150,46,30,29.7,24-Sep-23
RKBS,59541,PARLE 2IN1 ECLAIRS CHOC 198GM,2,50,49.5,24-Sep-23
RKBS,59180,PARLE BIG ORANGE BITE 195 GM,15,50,49.6,24-Sep-23
RKBS,35273,PARLE BOURB CHO CRE BIS 167G,12,40,39.6,24-Sep-23
RKBS,39106,PARLE COCO CRUNCHY BIS 150GM,20,20,19.8,24-Sep-23
RKBS,37763,PARLE COCONUT MELO BIS 84GM,114,10,9.9,24-Sep-23
RKBS,59048,PARLE ELAICHI PREM RUSK 1 KG,65,200,170,24-Sep-23
RKBS,45794,PARLE ELAICHI PREM RUSK 300GM,33,55,54.45,24-Sep-23
RKBS,43218,PARLE ELAICHI PREM RUSK 400G,76,75,74.25,24-Sep-23
RKBS,62080,PARLE FAB BOURBON CHOC 500G*,39,160,80,24-Sep-23
RKBS,53865,PARLE FAB JAM-IN 495 GM*,15,180,90,24-Sep-23
RKBS,63218,PARLE G COOKIES 75 GM,71,10,9.9,24-Sep-23
RKBS,55256,PARLE G GOLD BIS 1KG ,21,140,130,24-Sep-23
RKBS,59004,PARLE G GOLD BIS 2 KG,3,285,270,24-Sep-23
RKBS,24193,PARLE GRAND LANDONDERY 217.8G,12,50,49.5,24-Sep-23
RKBS,39105,PARLE H & S CHO COOKIES 200GM,34,60,59.4,24-Sep-23
RKBS,43203,PARLE H&S B/BU CHO BIS 100G,19,30,29.7,24-Sep-23
RKBS,42364,PARLE H&S CAFF MOCHA BIS 120,25,30,29.7,24-Sep-23
RKBS,3097,PARLE H&S CHO & COFE BIS 308G,14,125,123.75,24-Sep-23
RKBS,39104,PARLE H&S CHO COOKIES120GM ,124,30,29.7,24-Sep-23
RKBS,58396,PARLE H&S CHOCO ROLL 250GM*,18,170,85,24-Sep-23
RKBS,59537,PARLE H&S VANILA CR SAND 120G,1,30,29.7,24-Sep-23
RKBS,59945,PARLE HAPPY HAP CHO BIS 400G*,22,140,70,24-Sep-23
RKBS,39613,PARLE HAPPY HOME CHOCO B 60G,136,10,9.9,24-Sep-23
RKBS,43571,PARLE HAPPY-HAPP JAM-IN 150GM,42,35,34.65,24-Sep-23
RKBS,38033,PARLE KHATTA  MEETHA  MIX 200,20,50,25,24-Sep-23
RKBS,61229,PARLE KISMI ASORTED 245.5 GM,19,50,49.5,24-Sep-23
RKBS,664,PARLE KISMI TOFFEE CHO 294G,45,50,49.5,24-Sep-23
RKBS,55904,PARLE KRACK JAC BUT MAS 120G,40,50,49.5,24-Sep-23
RKBS,3256,PARLE KRACK JAC BUT MAS 308GM,7,130,128.7,24-Sep-23
RKBS,39252,PARLE KRACK JACK 400 GM,15,80,79.2,24-Sep-23
RKBS,58753,PARLE KRACK JACK 700 GM,16,120,99,24-Sep-23
RKBS,32445,PARLE KRACKJACK BIS 200 GM,26,40,39.6,24-Sep-23
RKBS,33235,PARLE KRACKJACK BISCUIT 63GM,137,10,9.9,24-Sep-23
RKBS,3257,PARLE MAGIX CHOCLATE 183.6GM,36,60,59.4,24-Sep-23
RKBS,3258,PARLE MAGIX ORANGE 183.6GM,36,60,59.4,24-Sep-23
RKBS,37843,PARLE MARIE BISCUIT 800 GM*,7,175,87.5,24-Sep-23
RKBS,25902,PARLE MAX MELODY CHOC 186.3GM,9,50,49.5,24-Sep-23
RKBS,3750,PARLE MELODY CHOCOLATY 391G*,1,100,99,24-Sep-23
RKBS,34086,PARLE MILANO CF CHOCO 250 GM*,28,180,90,24-Sep-23
RKBS,1014,PARLE MILK SHAKTI BIS 350GM*,3,100,50,24-Sep-23
RKBS,58754,PARLE MONACO 800 GM,16,120,99,24-Sep-23
RKBS,26313,PARLE MONACO CHEESLING 150GM,10,70,69.5,24-Sep-23
RKBS,33049,PARLE MONACO CLASIC BIS 69.6G,82,10,9.9,24-Sep-23
RKBS,10000,PARLE MONACO CLASSIC 400GM ,21,80,79.2,24-Sep-23
RKBS,42002,PARLE MONACO CLASSIC BIS200 ,107,40,39.6,24-Sep-23
RKBS,5721,PARLE MONACO PIZZA  103.68 GM,2,50,49.5,24-Sep-23
RKBS,59543,PARLE MONACO PIZZA 300 GM,16,130,65,24-Sep-23
RKBS,1049,PARLE MONACO ZEERA BIS 60GM,93,10,9.9,24-Sep-23
RKBS,41124,PARLE NAMKEEN ALOO BHUJIA200G,14,60,30,24-Sep-23
RKBS,41125,PARLE NAMKEEN BHUJIA SEV 200G,43,60,30,24-Sep-23
RKBS,58733,PARLE NAMKEEN HOT-SP-MIX 200G,13,50,30,24-Sep-23
RKBS,41127,PARLE NAMKEEN MOONG DAL 200GM,18,60,30,24-Sep-23
RKBS,59535,PARLE NUTRI DIG COOKIES 1 KG*,34,270,135,24-Sep-23
RKBS,1811,PARLE NUTRI HONEY&CRUN600GM*,13,180,90,24-Sep-23
RKBS,12496,PARLE OCCASIONS MELODY 188GM*,1,100,50,24-Sep-23
RKBS,38556,PARLE TOP DELI-BUT-CRAC 250G,36,35,34.65,24-Sep-23
RKBS,38196,PARLE WAF CRE N ONION 85GM,1,30,29.7,24-Sep-23
RKBS,32854,PARLE- G BISCUITS 250GM ,56,25,24.7,24-Sep-23
RKBS,34542,PARLE-G BIS 94GM,156,5,4.95,24-Sep-23
RKBS,32916,PARLE-G BISCUITS 110 GM,64,10,9.9,24-Sep-23
RKBS,2966,PARLE-G BISCUITS 800 GM*,54,90,82,24-Sep-23
RKBS,37762,PARLE-G GOLD BIS 500 GM,36,75,74.25,24-Sep-23
RKBS,43077,PARLE-G GOLD BISCUITS 100 GM,6,10,9.9,24-Sep-23
RKBS,43043,PARLE-G GOLD BISCUITS 200GM,70,30,29.7,24-Sep-23
RKBS,11773,PARLE-G OAT & BERR BUS 93.75G,1,10,9.9,24-Sep-23
RKBS,46589,PAT HER WASH NEEM&SROSE 2 KG,6,138,136.62,24-Sep-23
RKBS,46594,PAT NEEM & ROSE DET CAKE 250G,15,15,14.85,24-Sep-23
RKBS,1098,PATAL  POHA 500 GM,29,44,44,24-Sep-23
RKBS,50172,PATAN HER LEM&NEEM POW 500G,30,43,42.57,24-Sep-23
RKBS,47845,PATAN. SAUNDARYA AL. GEL60ML,7,50,49.5,24-Sep-23
RKBS,50687,PATANJAL DIS-WASH TUB 600 GM,6,60,59.5,24-Sep-23
RKBS,54093,PATANJALI  D/W BAR 4*225GM,16,72,71.5,24-Sep-23
RKBS,51052,PATANJALI AL-VERA CLESER 200,5,120,118.8,24-Sep-23
RKBS,46755,PATANJALI ALOE VERA SOAP 150,14,44,43.56,24-Sep-23
RKBS,1553,PATANJALI ALOE VERA SOAP 75G,2,23,22.77,24-Sep-23
RKBS,46954,PATANJALI ALOEVERA GEL 150M ,2,100,99,24-Sep-23
RKBS,10265,PATANJALI ANTI DAN SHAM200M ,3,130,128.7,24-Sep-23
RKBS,50345,PATANJALI APR FACE SCRUB 60GM,1,60,59.4,24-Sep-23
RKBS,1018,PATANJALI CHYAWANPRASH 1KG J*,1,360,345,24-Sep-23
RKBS,11971,PATANJALI COCONUT OIL 200ML ,2,85,84.15,24-Sep-23
RKBS,46617,PATANJALI COW GHEE 1LTR,21,720,710,24-Sep-23
RKBS,46749,PATANJALI COW GHEE 200ML,12,150,147,24-Sep-23
RKBS,46618,PATANJALI COW GHEE 500ML,14,355,350,24-Sep-23
RKBS,50454,PATANJALI D-K AD DEN CR100G*,6,90,89.5,24-Sep-23
RKBS,1565,PATANJALI DANT KANTI T/P100 ,9,60,59.4,24-Sep-23
RKBS,1562,PATANJALI DANT KANTI T/P200 ,18,115,113.85,24-Sep-23
RKBS,52572,PATANJALI DANT KANTI VL300G ,15,175,173.25,24-Sep-23
RKBS,56648,PATANJALI DANT KNTI T/P 600G*,4,280,265,24-Sep-23
RKBS,24729,PATANJALI DOODH BISCUIT 80GM,24,10,9.9,24-Sep-23
RKBS,3989,PATANJALI DOODH BISCUITS800GM,45,125,99,24-Sep-23
RKBS,57621,PATANJALI HALDI CHAN 75*4 COM,11,87,86.13,24-Sep-23
RKBS,1554,PATANJALI HALDI CHAN SOAP75,12,23,22.77,24-Sep-23
RKBS,46595,PATANJALI HALDI-CHAN KNTI150,3,44,43.5,24-Sep-23
RKBS,46705,PATANJALI HONEY 1KG*,10,410,360,24-Sep-23
RKBS,46624,PATANJALI HONEY 250GM*,14,110,108.9,24-Sep-23
RKBS,46625,PATANJALI HONEY 500GM*,18,210,205,24-Sep-23
RKBS,10262,PATANJALI K-K REETHA SHAM 180,2,120,118.8,24-Sep-23
RKBS,10266,PATANJALI M-PROTEIN SHAM 180,5,120,118.8,24-Sep-23
RKBS,47901,PATANJALI MUSTAD OIL 5LTCAN,6,775,770,24-Sep-23
RKBS,58527,PATANJALI MUSTARD OIL 1LT (P),25,150,148,24-Sep-23
RKBS,46903,PATANJALI MUSTARD OIL 1LT BT,17,150,148,24-Sep-23
RKBS,10264,PATANJALI NATURAL SHAM 200ML,3,100,99,24-Sep-23
RKBS,1556,PATANJALI NEEM KANTI SOAP 75,6,22,21.78,24-Sep-23
RKBS,46704,PATANJALI SAUNDARYA F/W 60GM,6,70,69.3,24-Sep-23
RKBS,10263,PATANJALI SHIKAKAI SHAM 200M,2,120,118.8,24-Sep-23
RKBS,26500,PATANJALI SU D-WASH BAR 175G,9,10,9.9,24-Sep-23
RKBS,52258,PATANJALI SUPER D/W BAR 225G,4,24,23.76,24-Sep-23
RKBS,51897,PATNAJALI FLOOR CLEANER 1 LR,4,60,59.4,24-Sep-23
RKBS,55722,PEAR OIL CLR&GL SHOW GEL250ML,5,210,207.9,24-Sep-23
RKBS,55721,PEAR SOFT&FRESH SHOW GEL250ML,6,210,207.9,24-Sep-23
RKBS,55532,PEARS NAT POMEGRNTE B/W 250 M,10,210,207.9,24-Sep-23
RKBS,2552,PEARS NAT VIT C SOAP 125 GM,5,60,59.4,24-Sep-23
RKBS,865,PEARS NAT VIT C SOAP 4*125GM,3,367,363.33,24-Sep-23
RKBS,43925,PEARS OIL CLEAR&GLO SOAP 75G+,14,63,62.37,24-Sep-23
RKBS,39310,PEARS OIL-CLEAR G F-WASH 60GM,11,160,158.4,24-Sep-23
RKBS,36490,PEARS PURE & GEN B/W 250ML,3,135,133.65,24-Sep-23
RKBS,35824,PEARS PURE & GENT SOAP 500G+,3,372,297,24-Sep-23
RKBS,41871,PEARS PURE & GENT SOAP 75GM+,12,54,53.46,24-Sep-23
RKBS,28597,PEARS PURE & GENT SOAP3*75G+,15,162,160.38,24-Sep-23
RKBS,25510,PEARS PURE & GENTLE SOAP 50G+,22,22,21.78,24-Sep-23
RKBS,37525,PEARS PURE AND GENTLE 375G+,8,228,183,24-Sep-23
RKBS,36484,PEARS PURE&GEN FACEWASH 60GM,1,160,158.4,24-Sep-23
RKBS,43586,PEARS SOFT & FRESH SOAP 125G+,14,95,94.05,24-Sep-23
RKBS,43770,PEARS SOFT & FRESH SOAP125*3+,6,339,329,24-Sep-23
RKBS,1320,PENCIL GIFT SET RS.119 (JMD),5,119,119,24-Sep-23
RKBS,43568,PEPSI 2.25 LTR BTL,6,99,89,24-Sep-23
RKBS,43274,PEPSODENT EX PRO GUM C 140GM,3,104,102.96,24-Sep-23
RKBS,40548,PEPSODENT EXP COMPLETE 150GM,4,118,116.82,24-Sep-23
RKBS,41189,PEPSODENT GERM CHECK 100GM,20,65,64.35,24-Sep-23
RKBS,40211,PEPSODENT GERMICHECK 200G+,1,115,104,24-Sep-23
RKBS,34404,PEPSODENT WHITEN T PASTE 150,2,100,99,24-Sep-23
RKBS,44676,PERFUME 50 ML RS 109,8,109,109,24-Sep-23
RKBS,61036,PHILIP 10W EMERGENCY LED BULB,3,599,399,24-Sep-23
RKBS,1218,PHILIPS 10W LED BULB CDL B22,3,200,120,24-Sep-23
RKBS,60857,PHILIPS 16W LED BULB CDL B22,2,390,210,24-Sep-23
RKBS,1225,PHILIPS 18W LED BULB CDL B22,2,400,225,24-Sep-23
RKBS,1217,PHILIPS 5W LED BULB CDL B22,1,145,95,24-Sep-23
RKBS,1223,PHILIPS 8.5W EMERGEN LED BULB,1,525,425,24-Sep-23
RKBS,2640,PHILIPS 9W 5 STAR LED BULB,1,195,95,24-Sep-23
RKBS,60858,PHILIPS DECO RED 0.5W,3,120,60,24-Sep-23
RKBS,1197,PHILIPS DECO WHITE 0.5W,5,120,60,24-Sep-23
RKBS,60856,PHILIPS LED LAMP 9 W,9,155,55,24-Sep-23
RKBS,46047,PHP APPLE CIDER VINEGAR 500ML,9,199,99.5,24-Sep-23
RKBS,26187,PHP HONEY 250 GM,5,140,125,24-Sep-23
RKBS,2875,PHP SWEET AMLA CANDY 250GM,10,170,85,24-Sep-23
RKBS,14322,PICCO PATTY FROCK MLXL,1,129,95.2,24-Sep-23
RKBS,1315,PIGI BANK STEEL RS 279,1,300,279,24-Sep-23
RKBS,1235,PIGI BANK STEEL RS 329,1,350,263.2,24-Sep-23
RKBS,1365,PIGI BANK STEEL RS 79,1,79,63.2,24-Sep-23
RKBS,16857,PILLOW COVER 15*24,1,59,39.2,24-Sep-23
RKBS,2198,PISTA KHARA 100 GM,12,198,198,24-Sep-23
RKBS,40267,PISTA KHARA 200 GM ,12,358,358,24-Sep-23
RKBS,2099,PISTA KHARA 400 GM,16,638,638,24-Sep-23
RKBS,2629,PISTA KHARA 50 GM,22,108,108,24-Sep-23
RKBS,2427,PISTA SADA 100 GM,11,268,268,24-Sep-23
RKBS,6042,PISTA SADA 50 GM,7,155,155,24-Sep-23
RKBS,4503,PITAARA ALL IN ONE NAM 175 GM,29,40,30,24-Sep-23
RKBS,11781,PITAARA ALOO BHUJIA 180 GM,56,40,30,24-Sep-23
RKBS,3083,PITAARA EAT SOAN PAPDI 200 GM,9,80,40,24-Sep-23
RKBS,4502,PITAARA KHATTA MITHA NAM 175G,20,40,30,24-Sep-23
RKBS,8528,PITAARA MOONG DAL NAM 165 GM,20,40,30,24-Sep-23
RKBS,3246,PITAARS EAT GULAB JAMUN  1KG,47,250,99,24-Sep-23
RKBS,3244,PITAARS EATABLE RASGULLA 1KG,39,250,99,24-Sep-23
RKBS,52003,PITAMBARI DEEPSHAKTI OIL900ML,27,210,149,24-Sep-23
RKBS,28360,PITAMBARI DISH W-BAR 3*200 GM,23,52,26,24-Sep-23
RKBS,22687,PITAMBARI DISH WASH BAR 400GM,7,55,54.45,24-Sep-23
RKBS,41270,PITAMBARI DISH WASH JAR 700G,4,75,74.25,24-Sep-23
RKBS,42354,PITAMBARI ROOPERI 50 ML,9,110,108.9,24-Sep-23
RKBS,51718,PITAMBARI RUCH JAGGERY POW500,21,85,70,24-Sep-23
RKBS,32021,PITAMBARI SHINING POW 1 KG,17,280,140,24-Sep-23
RKBS,60773,PITAMBARI SHINING POW 150 GM*,174,45,44.55,24-Sep-23
RKBS,3129,PLAIN BROWN CERAMIC KULHAD 1P,13,29,29,24-Sep-23
RKBS,3130,PLAIN MINI BR CERAMIC KULHAD1,69,25,25,24-Sep-23
RKBS,1300,PLASTIC HANGER RS 139,10,139,111.2,24-Sep-23
RKBS,33280,PNTN CONDI HFC 180ML,3,209,206.91,24-Sep-23
RKBS,34115,POND DREAM PINK LILY TALC200*,6,215,212.85,24-Sep-23
RKBS,60384,POND PINEAPPLE SHEET MASK 25M,5,75,55,24-Sep-23
RKBS,42266,PONDS  BB+ NATURAL CRE 18G,3,160,142,24-Sep-23
RKBS,60929,PONDS  BB+ NATURAL CRE 30 GM,3,275,219,24-Sep-23
RKBS,41421,PONDS AGE MIRACLE DAY CRE 10M,3,125,123.75,24-Sep-23
RKBS,60386,PONDS AVOCADO SHEET MASK 25 M,1,75,50,24-Sep-23
RKBS,60386,PONDS AVOCADO SHEET MASK 25 M,1,75,55,24-Sep-23
RKBS,60388,PONDS CHARCOL SHEET MASK 25 M,4,75,55,24-Sep-23
RKBS,60387,PONDS COCONUT SHEET MASK 25 M,3,75,50,24-Sep-23
RKBS,60387,PONDS COCONUT SHEET MASK 25 M,3,75,55,24-Sep-23
RKBS,1202,PONDS DETAN F/W 100ML,4,220,217.8,24-Sep-23
RKBS,434,PONDS DREAMFLOWER TALC 100GM,13,110,108.9,24-Sep-23
RKBS,217,PONDS DREAMFLOWER TALC 400GM,5,345,330,24-Sep-23
RKBS,54796,PONDS LIGHT  MOIST  CREAM 74G,4,99,98.01,24-Sep-23
RKBS,219,PONDS MAGIC TALC 400 GM,6,370,355,24-Sep-23
RKBS,59469,PONDS PURE DETOX F/W 50 GM,5,115,113.85,24-Sep-23
RKBS,57901,PONDS ROSE BODY LOTION 275 ML,3,330,246,24-Sep-23
RKBS,362,PONDS SAND RADIANC TALC 100G,1,135,133.65,24-Sep-23
RKBS,224,PONDS SANDAL TALC 300 G+,5,350,335,24-Sep-23
RKBS,54062,PONDS STAR LT TALC 100GM,11,135,133.65,24-Sep-23
RKBS,54063,PONDS STAR LT TALC 300GM,5,340,325,24-Sep-23
RKBS,40240,PONDS W/B SPF 15 SRM CRE35G,2,164,160.72,24-Sep-23
RKBS,31215,PONDS W/B SPOTLESS F/W 50GM,2,90,89.1,24-Sep-23
RKBS,59893,PONDS WHB SPOT LESS GLOW 23GM,5,90,80,24-Sep-23
RKBS,56031,PONDS WHITE BEAUTY F/W 100GM,5,180,150,24-Sep-23
RKBS,42560,POOJA AASAN 1 PC,8,49,49,24-Sep-23
RKBS,8945,POOJA ATTAR BTL,11,8,8,24-Sep-23
RKBS,12317,POOJA BLACK ABIR,13,5,5,24-Sep-23
RKBS,3066,POOJA GHEE 100G,4,100,60,24-Sep-23
RKBS,3067,POOJA GHEE 250G,8,250,90,24-Sep-23
RKBS,38795,POOJA GULAL ABIR,17,5,5,24-Sep-23
RKBS,2203,POOJA HALDI POWDER,11,5,5,24-Sep-23
RKBS,7783,POOJA JANEV WHITE,13,5,5,24-Sep-23
RKBS,3051,POOJA KHAND,8,5,5,24-Sep-23
RKBS,50328,POOJA KUMKUM,22,5,5,24-Sep-23
RKBS,9791,POOJA KUMKUM BOTTLE,15,10,10,24-Sep-23
RKBS,2206,POOJA OTI,12,15,15,24-Sep-23
RKBS,30691,POOJA OTI KIT,1,90,90,24-Sep-23
RKBS,12476,POOJA PURE HONEY BTL,12,8,8,24-Sep-23
RKBS,2204,POOJA RED CLOTH,8,28,28,24-Sep-23
RKBS,53375,POOJA SINDHUR,29,5,5,24-Sep-23
RKBS,2205,POOJA YELLOW CLOTH,7,28,28,24-Sep-23
RKBS,54212,PRAKASH CHATANI GROUNUT 100GM,15,50,49.5,24-Sep-23
RKBS,54232,PRAKASH CHATANI KERALA 100GM,11,50,49.5,24-Sep-23
RKBS,58241,PRAKASH FISH FRY MAS 25G,5,30,29.4,24-Sep-23
RKBS,54220,PRAKASH KOL CHIC RASSA M 25GM,9,30,29.7,24-Sep-23
RKBS,54221,PRAKASH KOL CHIC SUKKH M 25GM,7,30,29.7,24-Sep-23
RKBS,54219,PRAKASH KOL CHICK BIRY M 25GM,5,30,29.7,24-Sep-23
RKBS,54222,PRAKASH KOL MISAL RASS M 25G,2,30,29.7,24-Sep-23
RKBS,54225,PRAKASH KOL MUTTON RAS M 25GM,5,30,29.7,24-Sep-23
RKBS,54226,PRAKASH KOL MUTTON SUK M 25GM,1,30,29.7,24-Sep-23
RKBS,54228,PRAKASH KOL TAMBADA R M 25GM,10,30,29.4,24-Sep-23
RKBS,54231,PRAKASH KOL THECHA KOL100GM,8,30,29.7,24-Sep-23
RKBS,54213,PRAKASH LASUN CHUTNEY 100GM,8,50,49.5,24-Sep-23
RKBS,54229,PRAKASH MAL FISH RASSA M 25GM,13,30,29.7,24-Sep-23
RKBS,58238,PRAKASH PAVBHAJI MASALA 25G,3,30,29.4,24-Sep-23
RKBS,1031,PRAKASH SAV MUT RASSA MAS25GM,1,30,29.4,24-Sep-23
RKBS,1029,PRAKASH SHEV BHAJI MASALA 25G,2,30,29.7,24-Sep-23
RKBS,37215,PRASAD DRON SMALL,1,10,10,24-Sep-23
RKBS,9571,PRAVIN GREEN CHILLI PIC 200GM,4,70,69.3,24-Sep-23
