BR_CODE,P_CODE,P_NAME,BAL_QTY,MRP,NET_SALE_RATE,GEN_DATE
RKBS,60655,101 COZY PANTY PR 2PC (85),2,149,119.2,24-Sep-23
RKBS,62050,2 IN 1 SILICON SPATULA,14,69,54.1,24-Sep-23
RKBS,60391,3D REFLECTION FANCY DIWA,5,129,126.42,24-Sep-23
RKBS,1485,4 PCS NAIL POLISH SET,7,99,49.5,24-Sep-23
RKBS,52810,7104 GIRLS TOP 16X20,20,119,87.2,24-Sep-23
RKBS,35865,AADHAR REF SUNFLOWER OIL 1LTR,46,133,105,24-Sep-23
RKBS,7701,AAKASH GARLIC MIXTURE 800 GM,3,260,130,24-Sep-23
RKBS,11508,AASHIRWAAD ATTA 10 KG (MP),7,494,475,24-Sep-23
RKBS,3891,AASHIRWAAD ATTA 5 KG (MP),11,258,253,24-Sep-23
RKBS,38753,ACLIN METAL CLEANER POW 200G,394,35,17.5,24-Sep-23
RKBS,1387,ACT II  BARBEQUE P/CORN 50GM,4,15,14.85,24-Sep-23
RKBS,1388,ACT II CHEES & CR P/CORN 50GM,26,15,14.85,24-Sep-23
RKBS,8069,ACT II INST CHIL P/CORN 60 GM,26,10,9.9,24-Sep-23
RKBS,12379,ACT II INST CLAS P/CORN 150GM,14,36,35.64,24-Sep-23
RKBS,1429,ACT II INST CLAS P/CORN 60 GM,38,10,9.9,24-Sep-23
RKBS,30830,ACT II INST GLDN P/CORN 100GM,11,36,35.64,24-Sep-23
RKBS,1426,ACT II INST GLDN P/CORN 60 GM,18,10,9.9,24-Sep-23
RKBS,45392,ACT II MAGIC BUT P/CORN 30 G,29,10,9.9,24-Sep-23
RKBS,47504,ACT-II CHEESE BAKES&HERBS 55G,20,40,39.6,24-Sep-23
RKBS,30444,AJI-N-MOTTO 50 GM,6,19,19,24-Sep-23
RKBS,28482,AKKA AKROD 200 GM,8,178,178,24-Sep-23
RKBS,7103,AKKA DHANIYA 100GM,24,31,31,24-Sep-23
RKBS,3713,AKKA DHANIYA 200 GM,17,56,56,24-Sep-23
RKBS,34839,AKKA HALKUND 100 GM,10,38,38,24-Sep-23
RKBS,5378,AKKA HALKUND 500 GM,2,140,108,24-Sep-23
RKBS,1791,AKKA MASOOR 1 KG,10,107,100,24-Sep-23
RKBS,4021,AKKA MASOOR 250 GM,30,32,32,24-Sep-23
RKBS,2298,AKKA MASOOR 500 GM,18,64,58,24-Sep-23
RKBS,2318,AKKA RAJGGERA 100 GM (N.W.),15,20,20,24-Sep-23
RKBS,4116,AKKA UDAD BLACK 250 GM,13,42,42,24-Sep-23
RKBS,34656,AKKA UDAD WHITE 250 GM,7,48,48,24-Sep-23
RKBS,28251,AKROD MAGAJ 100 GM (C),15,196,175,24-Sep-23
RKBS,25761,AKROD MAGAJ 50 GM (C),9,108,98,24-Sep-23
RKBS,7485,ALA  LIQUID  200 ML+,48,44,43.56,24-Sep-23
RKBS,75,ALA LIQUID 500 ML+,20,89,88.11,24-Sep-23
RKBS,59034,ALIFE LEMON H/W 200 ML (BTL),39,79,26,24-Sep-23
RKBS,9647,ALL IN ONE POOJA KIT,1,599,199,24-Sep-23
RKBS,38130,ALL OUT ADJUSTABLE COMBI PACK,12,100,99,24-Sep-23
RKBS,1002,ALO FRUT ALO+MANGO JUICE 1LT,113,120,60,24-Sep-23
RKBS,2080,ALSI 200 GM,21,26,26,24-Sep-23
RKBS,4325,ALSI 500 GM,9,65,65,24-Sep-23
RKBS,45491,AMBI PUR CAR REFFILE CITRUS 7,2,199,197.01,24-Sep-23
RKBS,44024,AMBI PUR CAR REFFILE ST LAV 7,3,299,249,24-Sep-23
RKBS,26503,AMBI PUR LAVANDER BQ HOM/GEL,4,299,249,24-Sep-23
RKBS,26502,AMBI PUR LOVES BQT H/GEL 180G,10,299,249,24-Sep-23
RKBS,43940,AMBI PURE FLORAL ESC AER 300M,1,279,229,24-Sep-23
RKBS,51942,AMBIPUR CAR REFFILE JASM 7.5M,1,199,197.01,24-Sep-23
RKBS,51690,AMBIPUR CAR REFFILE LAV 7.5ML,4,199,189,24-Sep-23
RKBS,50152,AMBIPUR LAVENDER BOUQUT 275GM,4,299,249,24-Sep-23
RKBS,60463,AMBIPURE CAR GEL LAVENDER 75G,2,299,249,24-Sep-23
RKBS,60464,AMBIPURE CAR GEL LEMON 75G,5,299,249,24-Sep-23
RKBS,60465,AMBIPURE CAR GEL ROSE 75GM,4,299,249,24-Sep-23
RKBS,50149,AMBIPURE EXOTIC JASMIN 275GM,3,299,249,24-Sep-23
RKBS,50148,AMBIPURE ROSE&BLOSSM 275GM,4,299,249,24-Sep-23
RKBS,43920,AMBIPURE SANDL AIR SPREY 275M,4,299,249,24-Sep-23
RKBS,10436,AMUL AUSAR KAJU KATRI 200 GM,10,190,188.1,24-Sep-23
RKBS,54651,AMUL BADSHAHI  KULFI ICE CR,2,25,22.5,24-Sep-23
RKBS,3773,AMUL BUTT SCOTCH ICE CUP 100M,1,20,18,24-Sep-23
RKBS,2507,AMUL BUTTER 100 GM CBD*,168,56,55.44,24-Sep-23
RKBS,2504,AMUL BUTTER 500 GM CBD*,25,275,265,24-Sep-23
RKBS,61822,AMUL CHOCLATE CUP ICE CR 100M,6,25,22.5,24-Sep-23
RKBS,33074,AMUL CHOCOMINIS 250 GM,15,140,135,24-Sep-23
RKBS,43038,AMUL COW GHEE 1 LT (R),15,650,640,24-Sep-23
RKBS,8470,AMUL ELACHI SHRI 200 GM,1,52,51.48,24-Sep-23
RKBS,8469,AMUL ELACHI SHRI 500 GM,4,115,113.85,24-Sep-23
RKBS,3778,AMUL FRU N NUT CR CHOCL 150G,1,110,108.9,24-Sep-23
RKBS,25402,AMUL IC CUP VANILLA 55ML,1,10,9,24-Sep-23
RKBS,61816,AMUL IC STKPROB. CHOCOBAR,2,20,18,24-Sep-23
RKBS,45497,AMUL KOOL KESAR 200 ML PLS,1,25,24.75,24-Sep-23
RKBS,13177,AMUL KOOL ROSE MILK 200M BTL,1,25,24.75,24-Sep-23
RKBS,511,AMUL LASSI ROSE 200 ML,29,20,19.8,24-Sep-23
RKBS,490,AMUL MALAI PANEER 100 GM,11,48,47.52,24-Sep-23
RKBS,494,AMUL MALAI PANEER 200 GM,9,95,94.53,24-Sep-23
RKBS,5122,AMUL MASTI BUTT-MILK 200M,41,15,14.85,24-Sep-23
RKBS,594,AMUL PISTA MALAI KULFI 60ML/5,3,30,27,24-Sep-23
RKBS,19319,AMUL PURE COW GHEE 1 LT (T),3,665,655,24-Sep-23
RKBS,32788,AMUL PURE GHEE 1 LT (R),7,635,625,24-Sep-23
RKBS,1694,AMUL PURE GHEE 1 LT (TIN),3,650,643.5,24-Sep-23
RKBS,1723,AMUL PURE GHEE 500 ML (R),6,320,315,24-Sep-23
RKBS,23991,AMUL SP BUTTERMILK MASTI 1LT,2,70,68.6,24-Sep-23
RKBS,7839,AMUL TAAZA MILK 1 LT CBD*,5,72,71.28,24-Sep-23
RKBS,779,AMUL TRI CONE  VANILA 120 ML,18,30,27,24-Sep-23
RKBS,654,AMULRAJBHOG KULFI 60ML/50G,1,30,27,24-Sep-23
RKBS,28626,ANJIR (R) 100 GM,11,198,198,24-Sep-23
RKBS,40198,ANJIR (R) 200 GM,10,388,388,24-Sep-23
RKBS,59190,ANU KHADI HON & LEM SOAP 125G,8,99,98.01,24-Sep-23
RKBS,2990,ANU KHADI HON ALOVE SOAP 125G,11,90,45,24-Sep-23
RKBS,2989,ANU KHADI NEEM TULS SOAP 125G,4,90,45,24-Sep-23
RKBS,2992,ANU KHADI ROASE SOAP 125G,9,90,45,24-Sep-23
RKBS,59189,ANU KHADI TEA TREE SOAP 100GM,3,99,98.01,24-Sep-23
RKBS,35218,ANUSPA ALOEVERA SOAP 125GM,8,75,74.25,24-Sep-23
RKBS,35220,ANUSPA KESAR SOAP 125GM,10,75,74.25,24-Sep-23
RKBS,35221,ANUVED PAHADI ROSE SOAP 125GM,8,75,74.25,24-Sep-23
RKBS,35219,ANUVED SANDAL SOAP 125GM,17,75,74.25,24-Sep-23
RKBS,37443,ANUVED SHIKAKAI SOSAP 100GM,1,39,38.61,24-Sep-23
RKBS,55922,ANUVED UTAN SOAP 125GM,6,75,74.25,24-Sep-23
RKBS,5994,APPLE COTTON EAR (BUDS),21,19,19,24-Sep-23
RKBS,57321,APPU AJWAIN APALAM PAPAD 150G,4,80,40,24-Sep-23
RKBS,57322,APPU APALAM  PAPAD 150G,20,70,35,24-Sep-23
RKBS,30490,APPY FIZZ APPLE DRINK 250ML,13,20,19.8,24-Sep-23
RKBS,28704,APPY FIZZ APPLE DRINK 600ML,30,35,34.65,24-Sep-23
RKBS,43177,APPY JUICEY APPLES 125 MLCBD,135,10,9.9,24-Sep-23
RKBS,12209,APSARA NON DUST ERASER,9,5,4.9,24-Sep-23
RKBS,4627,ARAROOT POWDER 100 GM,14,10,9.9,24-Sep-23
RKBS,50601,ARIAL MATIC TL 5+3 KG,1,1760,1585,24-Sep-23
RKBS,54,ARIAL MATIC TOP LOAD 1 K REF,9,290,267,24-Sep-23
RKBS,42801,ARIEL COLOUR POWDER 1.5KG,9,370,366.3,24-Sep-23
RKBS,42800,ARIEL COLOUR POWDER 500+200GM,6,173,171.27,24-Sep-23
RKBS,3322,ARIEL COMPLETE POW 1.5 KG*,21,330,304,24-Sep-23
RKBS,47520,ARIEL COMPLETE POW 2+1 KG,4,700,636,24-Sep-23
RKBS,44021,ARIEL COMPLETE POWDER 4 K,3,1600,800,24-Sep-23
RKBS,41381,ARIEL COMPLETE POWDER 500GM,16,154,142,24-Sep-23
RKBS,59303,ARIEL MAT FL LEQ 2 LTR (P),9,490,436,24-Sep-23
RKBS,59304,ARIEL MAT TL LEQ 2 LTR (P),7,430,380,24-Sep-23
RKBS,59304,ARIEL MAT TL LEQ 2 LTR (P),7,430,382,24-Sep-23
RKBS,59370,ARIEL MAT TL LEQ 500+100 M(B),8,122,113,24-Sep-23
RKBS,55517,ARIEL MATIC FL 1 KG REFFILE,6,315,290,24-Sep-23
RKBS,58424,ARIEL MATIC FL LIQ 500 ML (B),2,130,128.7,24-Sep-23
RKBS,42735,ARIEL MATIC FRONT LOAD 500GM,23,170,168.3,24-Sep-23
RKBS,13612,ARIEL MATIC FRONT LOD4+2-6KG,1,1499,1319,24-Sep-23
RKBS,43609,ARIEL MATIC TOP LOAD 2 KG REF,6,595,475,24-Sep-23
RKBS,36652,ARIEL MATIC TOP LOAD 4+2=6 KG,5,1375,1210,24-Sep-23
RKBS,55033,ARIEL MATIC TOP LOAD 4K,2,855,787,24-Sep-23
RKBS,55033,ARIEL MATIC TOP LOAD 4K,2,855,820,24-Sep-23
RKBS,3492,ARIEL MATIC TOP LOAD 5+2=7 KG,6,1330,1316.7,24-Sep-23
RKBS,55505,ARIEL MATIC TOP LOAD 500GM,7,160,158.4,24-Sep-23
RKBS,13616,ARIEL TOP LOAD LIQUID 1L (B),9,199,177,24-Sep-23
RKBS,9290,ARJUN TIK GUM 22.5 ML,8,5,3.92,24-Sep-23
RKBS,59251,ARTICLE 149,1,149,149,24-Sep-23
RKBS,36818,ASSAM KING TEA 250 GM,22,65,64.35,24-Sep-23
RKBS,34222,AXE 24*7 DEO 150 ML BOTTEL,5,245,195,24-Sep-23
RKBS,31868,AXE DARK TEMPTATION DEO150ML,5,245,195,24-Sep-23
RKBS,31868,AXE DARK TEMPTATION DEO150ML,5,245,196,24-Sep-23
RKBS,11216,AXE GAMEFACE  DEO 150 ML BOTT,3,245,195,24-Sep-23
RKBS,11216,AXE GAMEFACE  DEO 150 ML BOTT,3,245,196,24-Sep-23
RKBS,45733,AXE GOLD TEMPTATION DEO 150ML,5,245,195,24-Sep-23
RKBS,45733,AXE GOLD TEMPTATION DEO 150ML,5,245,196,24-Sep-23
RKBS,61145,AXE INTENSE DEO 150 ML,4,245,195,24-Sep-23
RKBS,11215,AXE PLUSE DEO 150ML,6,245,195,24-Sep-23
RKBS,11215,AXE PLUSE DEO 150ML,6,245,196,24-Sep-23
RKBS,56761,AXE SIG CHAMPION PERFUM 154M,5,310,250,24-Sep-23
RKBS,56764,AXE SIG CORPORATE PERFUME154M,3,295,235,24-Sep-23
RKBS,56763,AXE SIG INTENSE PERFUME 154ML,4,310,274,24-Sep-23
RKBS,56766,AXE SIG MAVERICK PERFUME 154M,4,295,235,24-Sep-23
RKBS,56762,AXE SIG MYSTERIOS PERFUM 154M,5,310,250,24-Sep-23
RKBS,56767,AXE SIG ROGUE PERFUME 154M,3,295,235,24-Sep-23
RKBS,2826,AXE SIGNATURE DARK TEMP 154 M,4,310,306.9,24-Sep-23
RKBS,33263,B RICE BROWN KOLAM(BULK),93.75,62,62,24-Sep-23
RKBS,2046,B RICE IR  DHRUHI *,71.85,43,43,24-Sep-23
RKBS,2059,B RICE SORTEX KOLAM LQ(BULK),121.02,52,52,24-Sep-23
RKBS,61623,BADAM DIAMOND 1 KG,17,750,729,24-Sep-23
RKBS,40195,BADAM DIAMOND 500 GM,31,452,409,24-Sep-23
RKBS,6114,BADAM PREMIUM 250 GM,24,318,318,24-Sep-23
RKBS,2123,BADAM PREMIUM 500 GM,12,636,568,24-Sep-23
RKBS,2300,BADAM ROYAL 100 GM,25,106,96,24-Sep-23
RKBS,9566,BADAM ROYAL 250 GM,12,265,226,24-Sep-23
RKBS,2356,BADAM ROYAL 50 GM,40,53,53,24-Sep-23
RKBS,1891,BADISOAP 100GM,34,88,88,24-Sep-23
RKBS,1412,BADISOAP 200 GM,14,168,168,24-Sep-23
RKBS,1981,BADISOAP 50 GM,15,48,48,24-Sep-23
RKBS,3080,BADISOAP LAKHNO 100GM,18,85,85,24-Sep-23
RKBS,1950,BADISOAP MUKHW SHEKALI 100GM,8,52,52,24-Sep-23
RKBS,1980,BADISOAP MUKHWAS LAKHNO 100GM,14,51,51,24-Sep-23
RKBS,3081,BADISOAP SHEKALI 100GM,29,72,72,24-Sep-23
RKBS,1413,BADISOAP SHEKALI 200 GM,11,118,98,24-Sep-23
RKBS,1912,BADISOAP SHEKALI 50 GM,19,40,40,24-Sep-23
RKBS,2947,BADIYAN 20 GM,15,32,32,24-Sep-23
RKBS,2895,BADIYAN 50 GM,5,78,78,24-Sep-23
RKBS,62558,BAGAS 10 3 CP ROUND,10,149,149,24-Sep-23
RKBS,62555,BAGAS 11 BOUND 4 CP,11,300,215,24-Sep-23
RKBS,62557,BAGAS 180 ML BOWL,32,59,59,24-Sep-23
RKBS,62560,BAGAS 350 ML BOWL,1,175,150,24-Sep-23
RKBS,4348,BAJAJ ALMOND DROP H OIL 100M,7,70,69.3,24-Sep-23
RKBS,4349,BAJAJ ALMOND DROP H OIL 200M,1,138,136.62,24-Sep-23
RKBS,31525,BAJAJ ALMOND DROP H OIL 300M,8,195,185,24-Sep-23
RKBS,7590,BAJAJ COOL ALMOND DROP  95 ML,6,85,84.15,24-Sep-23
RKBS,3903,BAJRI SUPER GREEN APPLE *,155.8,37,37,24-Sep-23
RKBS,2193,BAL SHEPA 100 GM,10,50,50,24-Sep-23
RKBS,58847,BAM ROS VER LONG SEVAI 150 G,1,25,24.75,24-Sep-23
RKBS,1155,BAMBINO MACARONI 200GM RFL,3,20,19.8,24-Sep-23
RKBS,938,BAMBINO PAS MICRONI PEP 400 G,3,55,54.45,24-Sep-23
RKBS,1191,BAMBINO PASTA PENNE 250 GM PP,13,50,49.5,24-Sep-23
RKBS,5735,BAMBINO ROASTED VERMA 200 GM,12,30,29.7,24-Sep-23
RKBS,4284,BAMBINO VER SEVAI MIX 250GM,1,25,24.75,24-Sep-23
RKBS,47364,BAMBINO VERMICEL ROASTED 450G,8,70,69.3,24-Sep-23
RKBS,1142,BAMBINO VERMICELLI 1KG,13,93,83,24-Sep-23
RKBS,1143,BAMBINO VERMICELLI 500GM,3,50,49.5,24-Sep-23
RKBS,2295,BARIK CHAWLI 250 GM,24,68,68,24-Sep-23
RKBS,1636,BARIK CHAWLI 500 GM,17,125,125,24-Sep-23
RKBS,2122,BARIK RAI 100 GM,38,20,20,24-Sep-23
RKBS,1414,BARIK RAI 200 GM,33,30,30,24-Sep-23
RKBS,40792,BARIK RAI 500 GM,11,68,68,24-Sep-23
RKBS,7031,BARIK RAVA 1 KG,26,60,56,24-Sep-23
RKBS,2379,BARIK RAVA 500 GM,46,29,29,24-Sep-23
RKBS,2022,BAS BIRYANI RICE PREMIUM R.K,83.8,106,106,24-Sep-23
RKBS,2021,BAS RICE SUPER  40CR REGULAR,30.5,53,53,24-Sep-23
RKBS,2015,BAS RICE SUPER TIBAR SPECIAL,39.15,73,73,24-Sep-23
RKBS,1211,BASKET WITH LID RS 35,10,35,34.3,24-Sep-23
RKBS,54866,BATATA,8.8,25,25,24-Sep-23
RKBS,33112,BATH TOWEL SOLID 70*150,3,225,159.2,24-Sep-23
RKBS,11484,BAY JAR WITH CAP -200ML 4 PC,1,299,293.02,24-Sep-23
RKBS,101,BAYGON CIK 400 ML,4,225,222.75,24-Sep-23
RKBS,4664,BAYGON FIK 400ML,5,225,222.75,24-Sep-23
RKBS,52595,BDEL LIQUID DETER AQUAFRE1LT,9,180,178.2,24-Sep-23
RKBS,59057,BED SWEEPER SINGLE ROLLER,1,55,54.45,24-Sep-23
RKBS,58347,BEDEKAR PICKLE MIX MAS 100G,10,75,73.5,24-Sep-23
RKBS,2385,BESAN 1 KG,46,99,89,24-Sep-23
RKBS,1600,BESAN 500 GM,35,54,54,24-Sep-23
RKBS,761,BEST ALPHONSO MANGO PULP 450G,6,160,135,24-Sep-23
RKBS,3478,BEST BHAJNI CHAKLI 200 GM,29,80,65,24-Sep-23
RKBS,28915,BEST KOKAM AGAL 1 LT,7,150,125,24-Sep-23
RKBS,760,BEST KOKAM AGAL 500ML,2,90,79,24-Sep-23
RKBS,39877,BEST KOKAM SYRUP 1 LT,7,180,135,24-Sep-23
RKBS,35802,BHADANG CHIRMURAY 300 GM,8,58,58,24-Sep-23
RKBS,1511,BHAGAR 1 KG,13,156,140,24-Sep-23
RKBS,1493,BHAGAR 250 GM,29,48,42,24-Sep-23
RKBS,1727,BHAGAR 500 GM,22,88,78,24-Sep-23
RKBS,52297,BHAGIRATHI SHINGADA PEETH 200,3,120,117.6,24-Sep-23
RKBS,52289,BHAGIRATHI WADE PEETH 500GM,1,80,78.4,24-Sep-23
RKBS,37390,BHAJAKA POHA SPECIAL-200GM,25,28,28,24-Sep-23
RKBS,60687,BIGSHOT BRIEF (95),1,209,209,24-Sep-23
RKBS,60683,BIGSHOT MINI LAIN O/E 2P (100,1,314,259,24-Sep-23
RKBS,60682,BIGSHOT MINI LAIN O/E 2P (95),4,249,199.2,24-Sep-23
RKBS,60569,BISLER LIMONATA 160 ML,1,10,9.9,24-Sep-23
RKBS,2572,BISLER POP ORANGE FLA 160 ML,2,10,9.9,24-Sep-23
RKBS,2927,BISLERI 1 LITTER,59,20,17,24-Sep-23
RKBS,9017,BISLERI 250 ML,112,6,5.94,24-Sep-23
RKBS,9027,BISLERI 500 ML,24,10,9.9,24-Sep-23
RKBS,7495,BISLERI SODA 750ML BTL*,45,20,17,24-Sep-23
RKBS,2399,BLACK & COLOUR  UMBRELLA (SV),5,229,226.71,24-Sep-23
RKBS,36654,BLACK JEERA-50GM,14,28,28,24-Sep-23
RKBS,2928,BLACK SALT  AKKA 100 GM,9,10,10,24-Sep-23
RKBS,4968,BLACK SALT AKKA 250 GM,13,15,15,24-Sep-23
RKBS,3074,BLACK SALT POWDER 100 GM,6,12,12,24-Sep-23
RKBS,2704,BLACK SALT POWDER 250 GM,11,12,12,24-Sep-23
RKBS,1936,BLACK TIL 100 GM,13,43,43,24-Sep-23
RKBS,33701,BLEACHING POWDER 100GM (R),14,25,24.75,24-Sep-23
RKBS,12936,BLEACHING POWDER 200 GM,4,45,44.55,24-Sep-23
RKBS,905,BLISS BLUS PURPLE R /FR 300ML,59,180,90,24-Sep-23
RKBS,900,BLISS COFFE D LIT R /FR 300ML,39,180,90,24-Sep-23
RKBS,38235,BLISS CORAL AIR POCKET 10 GM,20,65,50,24-Sep-23
RKBS,907,BLISS HAVA HAVAAI R /FR 300ML,16,180,90,24-Sep-23
RKBS,12647,BLISS LIMON AIR POCKET 10 GM,5,60,45,24-Sep-23
RKBS,42321,BLISS MELON AIR POCKET 10 GM,7,60,45,24-Sep-23
RKBS,911,BLISS MYSTIC LIME R /FR 300ML,34,180,90,24-Sep-23
RKBS,3174,BLISS NEPTHELENE BALLS 100 GM,251,60,30,24-Sep-23
RKBS,908,BLISS OCEANS R /FR 300ML,56,180,90,24-Sep-23
RKBS,42789,BLISS ROSA AIR POCKET 10 GM,9,60,50,24-Sep-23
RKBS,3595,BOIL RICE BLACK BERRY *,30,48,48,24-Sep-23
RKBS,27226,BOIL RICE KOLAM RAJA RANI,32.7,54,54,24-Sep-23
RKBS,1481,BOOST 3X MORE STAMI 500GM(R),8,299,296.01,24-Sep-23
RKBS,1536,BOOST 450 GM (J),3,299,296.01,24-Sep-23
RKBS,2776,BORIA MIRCHI 50 GM,9,60,60,24-Sep-23
RKBS,12663,BORIC ACID POWDER  50 GM,10,37,36.63,24-Sep-23
RKBS,12643,BORIC ACID POWDER 100 GM,4,63,44.1,24-Sep-23
RKBS,12638,BORIC ACID POWDRE 200 GM*,11,95,90.25,24-Sep-23
RKBS,13550,BORO SOFT ANTISEPTIC CREA 80G,3,140,137.2,24-Sep-23
RKBS,40959,BOURNVITA 1 KG (JAR),4,450,425,24-Sep-23
RKBS,3107,BOURNVITA 1 KG REF*,22,432,407,24-Sep-23
RKBS,1279,BOURNVITA 130 GM (R)*,65,45,44.55,24-Sep-23
RKBS,3835,BOURNVITA 200 GM (J)*,28,125,123.75,24-Sep-23
RKBS,3833,BOURNVITA 500GM (R),5,230,220,24-Sep-23
RKBS,1525,BOURNVITA 500GM JAR ,11,249,246.51,24-Sep-23
RKBS,9909,BOURNVITA CRU COKIE BIS 41.8G,229,10,9.9,24-Sep-23
RKBS,54907,BOURNVITA SHAKTI 14.4GM,29,5,4.95,24-Sep-23
RKBS,2592,BOYS FANCY T SHIRT (20-24),3,209,143.2,24-Sep-23
RKBS,2611,BOYS FANCY T SHIRT (22-26),5,229,159.2,24-Sep-23
RKBS,2677,BOYS FANCY T SHIRT 28-32,2,289,269,24-Sep-23
RKBS,2597,BOYS FANCY T SHIRT(32-36),4,269,183.2,24-Sep-23
RKBS,3109,BRACELETS HAIR RUBBER BAND,57,25,24.75,24-Sep-23
RKBS,4194,BRASS AG FANCY KAMAL NO 4,5,240,237.6,24-Sep-23
RKBS,4096,BRASS AGR STAND NO 3,4,65,64.35,24-Sep-23
RKBS,4011,BRASS CUP DIVA NO 2,1,79,78.21,24-Sep-23
RKBS,4240,BRASS DEEP DIVI NO 1,2,65,64.35,24-Sep-23
RKBS,4028,BRASS DIVI NO 2,10,69,68.31,24-Sep-23
RKBS,4386,BRASS GHANTI NO 1,4,135,133.65,24-Sep-23
RKBS,4800,BRASS PANCHAARTI NO 3,1,249,246.51,24-Sep-23
RKBS,28274,BRI 50-50 MASKA CHASKA 105GM,42,30,29.7,24-Sep-23
RKBS,40065,BRI 50-50 MASKA CHASKA 300GM,15,90,89.1,24-Sep-23
RKBS,30688,BRI 50-50 POTAZOS SP CR 71.5G,1,25,15,24-Sep-23
RKBS,61436,BRI NUTRI CHO CRE CRAC 67GM,42,10,9.9,24-Sep-23
RKBS,40356,BRI TIGER KRUNCH BIS 64 GM,61,10,9.9,24-Sep-23
RKBS,61430,BRI TRT CRE.WAF STRAWBERY 60G,33,50,30,24-Sep-23
RKBS,58187,BRI WINKING COW CHOCLAT 200M,13,35,34.65,24-Sep-23
RKBS,42419,BRIT G/D CHOCHIP COOKIES 44G,63,10,9.9,24-Sep-23
RKBS,2744,BRIT NUTRICHOICE DIGEST 100G,110,20,19.8,24-Sep-23
RKBS,36255,BRIT NUTRICHOICE DIGSTIVE1KG*,30,199,188,24-Sep-23
RKBS,586,BRIT WINKIN COW ALMOND 180 ML,12,40,39.2,24-Sep-23
RKBS,588,BRIT WINKIN COW CHOC 180 ML,1,40,39.2,24-Sep-23
RKBS,6261,BRITA BOURBON CRE BIS 150GM,41,40,39.2,24-Sep-23
RKBS,41511,BRITA BOURBON CREAME BIS75G ,192,10,9.9,24-Sep-23
RKBS,1019,BRITA G/ D CASHEW BIS 200GM,80,50,49.5,24-Sep-23
RKBS,6635,BRITA G/D CASHEW BISCU 60GM,145,10,9.9,24-Sep-23
RKBS,1017,BRITA G/D CASHEW COKIES120*5,43,135,120,24-Sep-23
RKBS,43561,BRITA G/D CHOCO CHIL CAKE 65G,36,15,14.85,24-Sep-23
RKBS,10788,BRITA G/D PINE APPLE CAKE 65G,70,15,14.85,24-Sep-23
RKBS,2750,BRITA LITTLE HEART BIS  26GM,55,10,9.9,24-Sep-23
RKBS,2522,BRITA M M CHESE CUB 200GCBD ,26,173,171.27,24-Sep-23
RKBS,8144,BRITA M M CHESE SLICE 100G,1,109,107.91,24-Sep-23
RKBS,2535,BRITA M M CHESE SLICE 200GM ,21,181,179.19,24-Sep-23
RKBS,38015,BRITA MARIE GOLD BIS 250 GM*,71,40,39.6,24-Sep-23
RKBS,1067,BRITA MARIE GOLD BIS 89 GM,149,10,9.9,24-Sep-23
RKBS,9763,BRITA MILK BIKIS BIS 38.50 GM,103,5,4.9,24-Sep-23
RKBS,32607,BRITA MILK BIKIS PLAIN 170.5G,41,25,24.75,24-Sep-23
RKBS,31756,BRITA MILK BIKIS SANDWI 200G,6,50,49.5,24-Sep-23
RKBS,1027,BRITA NICE TIME BISCUIT 150G,18,25,24.75,24-Sep-23
RKBS,1109,BRITA NICE TIME BISCUITS59.4G,4,10,9.9,24-Sep-23
RKBS,4518,BRITA PIZZA CHEESE 200 GM,6,172,170.28,24-Sep-23
RKBS,44198,BRITA PREMIM BAKE RUSK E400 ,40,75,74.25,24-Sep-23
RKBS,41427,BRITA PREMIUM BAKE RUSK 183GM,65,35,34.65,24-Sep-23
RKBS,41426,BRITA PREMIUM BAKE RUSK 273GM,23,50,49.5,24-Sep-23
RKBS,1035,BRITA T- JIM JAM CR BIS 100G,8,25,24.75,24-Sep-23
RKBS,11400,BRITA T- JIM JAM CR BIS 138GM,65,35,34.65,24-Sep-23
RKBS,9725,BRITA VANILA CREAM ROLL 45 GM,9,20,19.8,24-Sep-23
RKBS,41322,BRITA VITA MARGOLD BIS150+13G,63,30,29.7,24-Sep-23
RKBS,59321,BRITA VITA MARIEGOLD BIS 900G,28,155,125,24-Sep-23
RKBS,30896,BRITA VITA MARIEGOLD BIS248GM,176,45,44.5,24-Sep-23
RKBS,1093,BRITA VITA MARIEGOLD BIS61GM,54,10,9.9,24-Sep-23
RKBS,34944,BRITANIA MARIE GOLD 1 KG*,51,140,129,24-Sep-23
RKBS,43024,BRITANIA TR JIM JAM 4+1 500G,38,100,99,24-Sep-23
RKBS,39031,BRITANNIA BOURBON 500GM,6,100,99,24-Sep-23
RKBS,44004,BRITANNIA GOOD DAY 100 GM*,68,25,24.7,24-Sep-23
RKBS,33241,BRITANNIA MARIA GOLD4+1 120G,23,88,87.12,24-Sep-23
RKBS,6452,BRITANNIA N/C DIGESTIVE 200G,97,50,49.5,24-Sep-23
RKBS,51034,BRITANNIA N/C OATS ALM&MI75G,1,25,24.75,24-Sep-23
RKBS,51033,BRITANNIA N/C OATS ORAN100G,7,25,24.75,24-Sep-23
RKBS,8779,BRITANNIA WINKIN COW VAN180ML,1,35,34.65,24-Sep-23
RKBS,63208,BRU GOLD  COFFEE 200 GM REF,1,570,564.3,24-Sep-23
RKBS,39239,BRU GOLD PURE COFFEE 100G JAR,3,340,335,24-Sep-23
RKBS,39458,BRU GOLD PURE COFFEE 25G JAR,6,90,89.1,24-Sep-23
