Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
rk-mukhwas-mint-fennel-100gm-1-s3,RK MUKHWAS MINT FENNEL 100GM || S3,Title,Default Title,,,,,13,,,3- 400612 RKDA - Diva,0,0,0,1,1
knorr-classic-hot-sour-vegetable-soup-43-g-2,KNORR CLASSIC HOT & SOUR VEGETABLE SOUP 43 G || S2,Title,Default Title,,,,,33,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
knorr-classic-hot-sour-vegetable-soup-43-g-3,KNORR CLASSIC HOT & SOUR VEGETABLE SOUP 43 G || S3,Title,Default Title,,,,,33,,,3- 400612 RKDA - Diva,0,0,0,13,13
radhey-murmura-200-gm-1-s2,RADHEY MURMURA 200 GM || S2,Title,Default Title,,,,,48,,,2 RKBB 421503 Badlapur Belavali,0,0,0,62,62
radhey-murmura-200-gm-1-s3,RADHEY MURMURA 200 GM || S3,Title,Default Title,,,,,48,,,3- 400612 RKDA - Diva,0,0,0,52,52
harpic-powerplus-disinfectant-toilet-cleaner-original-500-ml-1,HARPIC POWER PLUS DISINFECTANT TOILET CLEANER ORIGINAL - 500 ML || S3,Title,Default Title,,,,,83,,,3- 400612 RKDA - Diva,0,0,0,29,29
harpic-powerplus-disinfectant-toilet-cleaner-original-500-ml-3,HARPIC POWER PLUS DISINFECTANT TOILET CLEANER ORIGINAL - 500 ML || S1,Title,Default Title,,,,,83,,,1 Dombivli East (RKM),0,0,0,14,14
jada-poha-loose-bulk-2,RK JADA POHA LOOSE (BULK) 1 KG || S2,Title,Default Title,,,,,97,,,2 RKBB 421503 Badlapur Belavali,0,0,0,71,71
jada-poha-loose-bulk-3,RK JADA POHA LOOSE (BULK) 1KG || S3,Title,Default Title,,,,,97,,,3- 400612 RKDA - Diva,0,0,0,26,26
jada-poha-loose-bulk-1,RK JADA POHA LOOSE (BULK) 1 KG || S1,Title,Default Title,,,,,97,,,1 Dombivli East (RKM),0,0,0,40,40
baygon-cockroach-killer-spray-200-ml-1,BAYGON COCKROACH KILLER SPRAY 200 ML || S1,Title,Default Title,,,,,98,,,1 Dombivli East (RKM),0,0,0,1,1
floor-cleaners-1,KLI-NOL ECO FLORAL FRESH 1 LTR || S3,Title,Default Title,,,,,108,,,3- 400612 RKDA - Diva,0,0,0,10,10
rk-mukhwas-gems-100gm-1-s2,RK MUKHWAS GEMS 100GM || S2,Title,Default Title,,,,,114,,,2 RKBB 421503 Badlapur Belavali,0,0,0,13,13
rk-mukhwas-gems-100gm-1-s3,RK MUKHWAS GEMS 100GM || S3,Title,Default Title,,,,,114,,,3- 400612 RKDA - Diva,0,0,0,5,5
dynamix-cows-ghee-500m-rfl-2,DYNAMIX COWS GHEE 500M RFL || S2,Title,Default Title,,,,,132,,,2 RKBB 421503 Badlapur Belavali,0,0,0,1,1
sunlight-detergent-bar-128-g-2,SUNLIGHT DETERGENT BAR 128 G || S2,Title,Default Title,,,,,152,,,2 RKBB 421503 Badlapur Belavali,0,0,0,49,49
sunlight-detergent-bar-128-g-3,SUNLIGHT DETERGENT BAR 128 G || S3,Title,Default Title,,,,,152,,,3- 400612 RKDA - Diva,0,0,0,12,12
dish-wash-bar-1,VIM DISHWASH BAR 130 G || S2,Title,Default Title,,,,,156,,,2 RKBB 421503 Badlapur Belavali,0,0,0,489,489
dish-wash-bar-2,VIM DISHWASH BAR 130 G || S2,Title,Default Title,,,,,156,,,2 RKBB 421503 Badlapur Belavali,0,0,0,489,489
dish-wash-bar-3,VIM DISHWASH BAR 130 G || S1,Title,Default Title,,,,,156,,,1 Dombivli East (RKM),0,0,0,253,253
rk-mukhwas-till-alsi-100gm-1-s2,RK MUKHWAS TILL ALSI 100GM || S2,Title,Default Title,,,,,157,,,2 RKBB 421503 Badlapur Belavali,0,0,0,8,8
vim-dishwash-bar-lemon-300-g-2,VIM DISHWASH BAR LEMON 300 G || S2,Title,Default Title,,,,,172,,,2 RKBB 421503 Badlapur Belavali,0,0,0,102,102
muffins-2,RIBBONS & BALLOONS FRUIT MUFFINS 135 G || S2,Title,Default Title,,,,,195,,,2 RKBB 421503 Badlapur Belavali,0,0,0,1,1
ribbons-balloons-mawa-muffins-135-gm-2,RIBBONS & BALLOONS MAWA MUFFINS 135 G || S2,Title,Default Title,,,,,198,,,2 RKBB 421503 Badlapur Belavali,0,0,0,8,8
kiwi-dranex-drain-cleaner-50-g-pouch-1,KIWI DRANEX DRAIN CLEANER 50 G POUCH || S1,Title,Default Title,,,,,203,,,1 Dombivli East (RKM),0,0,0,1,1
ribbons-balloons-chocolate-slice-cake-50-g-2,RIBBONS & BALLOONS CHOCOLATE SLICE CAKE 50 G || S2,Title,Default Title,,,,,204,,,2 RKBB 421503 Badlapur Belavali,0,0,0,20,20
ribbons-balloons-winny-golden-sponge-vanilla-25-g-2,RIBBONS & BALLOONS WINNY GOLDEN SPONGE - VANILLA 25 G || S2,Title,Default Title,,,,,207,,,2 RKBB 421503 Badlapur Belavali,0,0,0,27,27
ribbons-balloons-winny-golden-sponge-vanilla-25-g-3,RIBBONS & BALLOONS WINNY GOLDEN SPONGE - VANILLA 25 G || S3,Title,Default Title,,,,,207,,,3- 400612 RKDA - Diva,0,0,0,3,3
ribbons-balloons-winny-golden-sponge-vanilla-25-g-1,RIBBONS & BALLOONS WINNY GOLDEN SPONGE - VANILLA 25 G || S1,Title,Default Title,,,,,207,,,1 Dombivli East (RKM),0,0,2,31,31
ribbons-balloons-winny-choco-sponge-25-g-3,RIBBONS & BALLOONS WINNY CHOCO SPONGE 25 G || S3,Title,Default Title,,,,,208,,,3- 400612 RKDA - Diva,0,0,0,49,49
ribbons-balloons-winny-choco-sponge-25-g-1,RIBBONS & BALLOONS WINNY CHOCO SPONGE 25 G || S1,Title,Default Title,,,,,208,,,1 Dombivli East (RKM),0,0,2,6,6
rk-dry-colour-nali-200-gm-1,RK DRY COLOUR NALI 200 GM || S1,Title,Default Title,,,,,215,,,1 Dombivli East (RKM),0,0,0,11,11
r-k-sabudana-500-gm-2,R.K.SABUDANA 500 G || S2,Title,Default Title,,,,,245,,,2 RKBB 421503 Badlapur Belavali,0,0,0,60,60
r-k-sabudana-500-gm-1,R.K.SABUDANA 500 G || S3,Title,Default Title,,,,,245,,,3- 400612 RKDA - Diva,0,0,0,66,66
r-k-sabudana-500-gm-3,R.K.SABUDANA 500 G || S1,Title,Default Title,,,,,245,,,1 Dombivli East (RKM),0,0,0,59,59
treats-1,NESTLE MUNCH 187 G || S3,Title,Default Title,,,,,251,,,3- 400612 RKDA - Diva,0,0,0,3,3
treats-3,NESTLE MUNCH 187 G || S1,Title,Default Title,,,,,251,,,1 Dombivli East (RKM),0,0,0,17,17
appy-fizz-125-ml-btl-1,APPY FIZZ 125 ML BTL || S1,Title,Default Title,,,,,279,,,1 Dombivli East (RKM),0,0,0,30,30
maggi-atta-noodles-435-gm-2,MAGGI ATTA NOODLES 435 GM || S2,Title,Default Title,,,,,287,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
maggi-atta-noodles-435-gm-1,MAGGI ATTA NOODLES 435 GM || S1,Title,Default Title,,,,,287,,,1 Dombivli East (RKM),0,0,0,23,23
rk-mukhwas-sweet-avla-100gm-1-s2,RK MUKHWAS SWEET AVLA 100GM || S2,Title,Default Title,,,,,289,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
rk-mukhwas-sweet-avla-100gm-1-s3,RK MUKHWAS SWEET AVLA 100GM || S3,Title,Default Title,,,,,289,,,3- 400612 RKDA - Diva,0,0,0,2,2
rks-nakshatra-pine-fragrance-floor-cleaner-1-ltr-4,RK S NAKSHATRA PINE FRAGRANCE FLOOR CLEANER 1 LTR || S1,Title,Default Title,,,,,331,,,1 Dombivli East (RKM),0,0,0,31,31
rks-nakshatra-rose-floor-cleaner-500-ml-3,RK'S NAKSHATRA ROSE FLOOR CLEANER 500 ML || S1,Title,Default Title,,,,,335,,,1 Dombivli East (RKM),0,0,1,92,92
gala-chandra-deck-mop-2,GALA CHANDRA DECK MOP || S2,Title,Default Title,,,,,339,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
gala-chandra-deck-mop-3,GALA CHANDRA DECK MOP || S3,Title,Default Title,,,,,339,,,3- 400612 RKDA - Diva,0,0,0,3,3
r-k-s-nakshetra-power-plus-toilet-bowl-liquid-cleaner-500-ml-3,RK'S NAKSHATRA POWER PLUS TOILET BOWL CLEANER 500 ML|| S3,Title,Default Title,,,,,348,,,3- 400612 RKDA - Diva,0,0,0,118,118
r-k-s-nakshetra-power-plus-toilet-bowl-liquid-cleaner-500-ml-1,RK'S NAKSHATRA POWER PLUS TOILET BOWL CLEANER 500 ML|| S1,Title,Default Title,,,,,348,,,1 Dombivli East (RKM),0,0,0,91,91
r-k-s-nakshetra-disinfectant-bathroom-cleaner-liquid-500-ml-1,RK'S NAKSHATRA DISINFECTANT BATHROOM CLEANER LIQUID 500 ML|| S1,Title,Default Title,,,,,352,,,1 Dombivli East (RKM),0,0,0,7,7
ponds-sandal-radiance-talc-pack-of-100-g-powder-2,"POND'S SANDAL RADIANCE TALC, PACK OF 100 G POWDER || S2",Title,Default Title,,,,,362,,,2 RKBB 421503 Badlapur Belavali,0,0,0,1,1
dabur-meswak-complete-oral-care-tooth-paste-200-g-1,DABUR MESWAK COMPLETE ORAL CARE TOOTHPASTE 200 G || S3,Title,Default Title,,,,,379,,,3- 400612 RKDA - Diva,0,0,0,4,4
vicco-vajradanti-ayurvedic-toothpaste-100-g-1,"VICCO VAJRADANTI AYURVEDIC TOOTHPASTE, 100 G || S1",Title,Default Title,,,,,380,,,1 Dombivli East (RKM),0,0,0,9,9
colgate-strong-teeth-toothpaste-200-gm-4,COLGATE STRONG TEETH TOOTHPASTE 200 G || S2,Title,Default Title,,,,,389,,,2 RKBB 421503 Badlapur Belavali,0,0,0,22,22
colgate-strong-teeth-toothpaste-200-gm-2,COLGATE STRONG TEETH TOOTHPASTE 200 G || S3,Title,Default Title,,,,,389,,,3- 400612 RKDA - Diva,0,0,0,9,9
colgate-active-salt-toothpaste-100-g-2,COLGATE TOOTHPASTE - 100 G || S2,Title,Default Title,,,,,391,,,2 RKBB 421503 Badlapur Belavali,0,0,0,43,43
colgate-active-salt-toothpaste-100-g-3,COLGATE TOOTHPASTE - 100 G || S3,Title,Default Title,,,,,391,,,3- 400612 RKDA - Diva,0,0,0,29,29
colgate-active-salt-toothpaste-100-g-1,COLGATE TOOTHPASTE - 100 G || S1,Title,Default Title,,,,,391,,,1 Dombivli East (RKM),0,0,0,8,8
r-k-jada-poha-1-kg-2,R.K. JADA  POHA 1 KG || S2,Title,Default Title,,,,,429,,,2 RKBB 421503 Badlapur Belavali,0,0,0,44,44
r-k-jada-poha-1-kg-1,R.K. JADA  POHA 1 KG || S1,Title,Default Title,,,,,429,,,1 Dombivli East (RKM),0,0,0,37,37
ponds-dreamflower-talcum-powder-100-g-3,POND'S DREAMFLOWER TALCUM POWDER 100 G || S3,Title,Default Title,,,,,434,,,3- 400612 RKDA - Diva,0,0,0,28,28
ponds-dreamflower-talcum-powder-100-g-1,POND'S DREAMFLOWER TALCUM POWDER 100 G || S1,Title,Default Title,,,,,434,,,1 Dombivli East (RKM),0,0,0,16,16
r-k-jada-poha-500-gm-2,R.K. JADA POHA 500 G || S2,Title,Default Title,,,,,439,,,2 RKBB 421503 Badlapur Belavali,0,0,0,65,65
r-k-jada-poha-500-gm-1,R.K. JADA POHA 500 G || S3,Title,Default Title,,,,,439,,,3- 400612 RKDA - Diva,0,0,0,43,43
r-k-jada-poha-500-gm-3,R.K. JADA POHA 500 G || S1,Title,Default Title,,,,,439,,,1 Dombivli East (RKM),0,0,0,43,43
dr-rashel-vitamin-c-wet-wipes-25-pieces-3,DR RASHEL VITAMIN C WET WIPES 25 PIECES || S3,Title,Default Title,,,,,447,,,3- 400612 RKDA - Diva,0,0,0,3,3
dr-rashel-vitamin-c-wet-wipes-25-pieces-1,DR RASHEL VITAMIN C WET WIPES 25 PIECES || S1,Title,Default Title,,,,,447,,,1 Dombivli East (RKM),0,0,0,4,4
dr-rashel-aloe-vera-wet-wipes-25-pieces-1,DR RASHEL ALOE VERA WET WIPES 25 PIECES || S1,Title,Default Title,,,,,448,,,1 Dombivli East (RKM),0,0,0,2,2
dr-rash-laven-wet-wipes-25-pc-3,DR RASH LAVEN WET WIPES 25 PC || S3,Title,Default Title,,,,,449,,,3- 400612 RKDA - Diva,0,0,0,3,3
tide-liquid-tl-850-ml-btl-1,TIDE LIQUID TL 850 ML (BTL) || S1,Title,Default Title,,,,,464,,,1 Dombivli East (RKM),0,0,0,2,2
colgate-vedshakti-toothpaste-110-gm-3,COLGATE VEDSHAKTI TOOTHPASTE 110 G || S2,Title,Default Title,,,,,483,,,2 RKBB 421503 Badlapur Belavali,0,0,0,15,15
colgate-vedshakti-toothpaste-110-gm-2,COLGATE VEDSHAKTI TOOTHPASTE 110 G || S3,Title,Default Title,,,,,483,,,3- 400612 RKDA - Diva,0,0,0,2,2
colgate-vedshakti-toothpaste-110-gm-1,COLGATE VEDSHAKTI TOOTHPASTE 110 G || S1,Title,Default Title,,,,,483,,,1 Dombivli East (RKM),0,0,0,3,3
home-storage-organization-2,SHIP MATCHSTICK BOX - 45 STICKS || S2,Title,Default Title,,,,,485,,,2 RKBB 421503 Badlapur Belavali,0,0,0,125,125
home-storage-organization-1,SHIP MATCHSTICK BOX - 45 STICKS || S3,Title,Default Title,,,,,485,,,3- 400612 RKDA - Diva,0,0,0,164,164
home-storage-organization-3,SHIP MATCHSTICK BOX - 45 STICKS || S1,Title,Default Title,,,,,485,,,1 Dombivli East (RKM),0,0,0,72,72
chitale-dairy-full-cream-shrikhand-elaichi-100-g-pack-1,CHITALE DAIRY FULL CREAM SHRIKHAND - ELAICHI 100 G PACK || S1,Title,Default Title,,,,,487,,,1 Dombivli East (RKM),0,0,0,1,1
ponds-dream-flower-magic-talc-100-gm-1,POND'S DREAMFLOWER MAGIC TALC 100 G || S3,Title,Default Title,,,,,493,,,3- 400612 RKDA - Diva,0,0,0,11,11
pravin-mango-pickle-100gm-j-2,PRAVIN MANGO PICKLE 100 GM (J) || S2,Title,Default Title,,,,,520,,,2 RKBB 421503 Badlapur Belavali,0,0,0,16,16
pravin-mango-pickle-100gm-j-3,PRAVIN MANGO PICKLE 100 GM (J) || S3,Title,Default Title,,,,,520,,,3- 400612 RKDA - Diva,0,0,0,17,17
pravin-mango-pickle-100gm-j-1,PRAVIN MANGO PICKLE 100 GM (J) || S1,Title,Default Title,,,,,520,,,1 Dombivli East (RKM),0,0,0,15,15
gud-organic-500gm-1-s2,GUD ORGANIC 500GM || S2,Title,Default Title,,,,,527,,,2 RKBB 421503 Badlapur Belavali,0,0,0,20,20
gud-organic-500gm-1,GUD ORGANIC 500GM || S1,Title,Default Title,,,,,527,,,1 Dombivli East (RKM),0,0,1,12,12
kanaiya-bhel-kurmura-200-gm-1,KANAIYA BHEL KURMURA 200 GM || S1,Title,Default Title,,,,,572,,,1 Dombivli East (RKM),0,0,0,46,46
levista-instant-strong-coffee-24-1-8-g-2,LEVISTA INSTANT STRONG COFFEE 24*1.8 G || S2,Title,Default Title,,,,,608,,,2 RKBB 421503 Badlapur Belavali,0,0,0,27,27
parle-kismi-toffee-cho-294g-2,PARLE KISMI TOFFEE CHO 294G || S2,Title,Default Title,,,,,664,,,2 RKBB 421503 Badlapur Belavali,0,0,0,28,28
parle-kismi-toffee-cho-294g-1,PARLE KISMI TOFFEE CHO 294G || S1,Title,Default Title,,,,,664,,,1 Dombivli East (RKM),0,0,0,62,62
r-k-b-ghau-kurdai-200-g-2,R.K.B GHAU KURDAI 200 G || S2,Title,Default Title,,,,,691,,,2 RKBB 421503 Badlapur Belavali,0,0,0,14,14
stayfree-secure-xl-ultra-thin-sanitary-napkins-with-wings-6-count-3,STAYFREE SECURE XL ULTRA THIN SANITARY NAPKINS WITH WINGS (6 COUNT) || S3,Title,Default Title,,,,,729,,,3- 400612 RKDA - Diva,0,0,0,3,3
rk-jada-chawli-royal-500-gm-1-s2,RK JADA CHAWLI ROYAL 500 GM || S2,Title,Default Title,,,,,745,,,2 RKBB 421503 Badlapur Belavali,0,0,0,25,25
rk-jada-chawli-royal-500-gm-1-s3,RK JADA CHAWLI ROYAL 500 GM || S3,Title,Default Title,,,,,745,,,3- 400612 RKDA - Diva,0,0,0,20,20
rk-kabuli-chana-royal-500-gm-1,RK KABULI CHANA ROYAL 500 GM || S1,Title,Default Title,,,,,746,,,1 Dombivli East (RKM),0,0,0,23,23
rk-matki-royal-500-gm-1-s2,RK MATKI ROYAL 500 GM || S2,Title,Default Title,,,,,748,,,2 RKBB 421503 Badlapur Belavali,0,0,0,22,22
rk-matki-royal-500-gm-1-s3,RK MATKI ROYAL 500 GM || S3,Title,Default Title,,,,,748,,,3- 400612 RKDA - Diva,0,0,0,22,22
rk-green-watana-royal-500-gm-1-s2,RK GREEN WATANA ROYAL 500 GM || S2,Title,Default Title,,,,,751,,,2 RKBB 421503 Badlapur Belavali,0,0,0,18,18
rk-green-watana-royal-500-gm-1-s3,RK GREEN WATANA ROYAL 500 GM || S3,Title,Default Title,,,,,751,,,3- 400612 RKDA - Diva,0,0,0,32,32
rk-mukhwas-jeera-goli-100gm-1-s3,RK MUKHWAS JEERA GOLI 100GM || S3,Title,Default Title,,,,,792,,,3- 400612 RKDA - Diva,0,0,0,1,1
mysore-sandal-bathing-soap-125-g-carton-2,MYSORE SANDAL BATHING SOAP 125 G || S2,Title,Default Title,,,,,804,,,2 RKBB 421503 Badlapur Belavali,0,0,0,21,21
dettol-original-germ-protection-bathin-g-soap-bar-75-gm-1,DETTOL ORIGINAL GERM PROTECTION BATHING SOAP BAR 75 G || S3,Title,Default Title,,,,,826,,,3- 400612 RKDA - Diva,0,0,0,40,40
godrej-shikakai-soap-75-g-2,GODREJ SHIKAKAI SOAP 75 G || S2,Title,Default Title,,,,,828,,,2 RKBB 421503 Badlapur Belavali,0,0,0,19,19
godrej-shikakai-soap-75-g-3,GODREJ SHIKAKAI SOAP 75 G || S3,Title,Default Title,,,,,828,,,3- 400612 RKDA - Diva,0,0,0,8,8
mysore-sandal-soap-75-g-2,"MYSORE SANDAL SOAP, 75 G || S2",Title,Default Title,,,,,831,,,2 RKBB 421503 Badlapur Belavali,0,0,0,16,16
ribbons-balloons-chocolate-muffins-45-gm-3,RIBBONS & BALLOONS CHOCOLATE MUFFINS 45 G || S1,Title,Default Title,,,,,879,,,1 Dombivli East (RKM),0,0,2,40,40
bliss-blus-purple-fragrance-300-ml-1,BLISS BLUS PURPLE  FRAGRANCE 300 ML || S1,Title,Default Title,,,,,905,,,1 Dombivli East (RKM),0,0,0,43,43
santoor-royal-san-soap-75gm-2,SANTOOR ROYAL SAN SOAP 75GM || S2,Title,Default Title,,,,,913,,,2 RKBB 421503 Badlapur Belavali,0,0,0,20,20
britannia-sandwich-white-bread-350-g-1,BRITANNIA SANDWICH WHITE BREAD 350 G || S1,Title,Default Title,,,,,923,,,1 Dombivli East (RKM),0,0,0,2,2
maggi-masala-instant-noodles-vegetarian-70-g-2,MAGGI MASALA INSTANT NOODLES VEGETARIAN 70 G || S2,Title,Default Title,,,,,924,,,2 RKBB 421503 Badlapur Belavali,0,0,0,101,101
maggi-masala-instant-noodles-vegetarian-70-g-3,MAGGI MASALA INSTANT NOODLES VEGETARIAN 70 G || S3,Title,Default Title,,,,,924,,,3- 400612 RKDA - Diva,0,0,0,130,130
maggi-masala-instant-noodles-vegetarian-70-g-1,MAGGI MASALA INSTANT NOODLES VEGETARIAN 70 G || S1,Title,Default Title,,,,,924,,,1 Dombivli East (RKM),0,0,1,113,113
maggi-chicken-noodles-71-g-2,MAGGI CHICKEN NOODLES 71 G || S2,Title,Default Title,,,,,926,,,2 RKBB 421503 Badlapur Belavali,0,0,0,47,47
maggi-chicken-noodles-71-g-1,MAGGI CHICKEN NOODLES 71 G || S1,Title,Default Title,,,,,926,,,1 Dombivli East (RKM),0,0,0,88,88
maggi-2-minute-instant-noodles-masala-280-g-2,MAGGI 2 MINUTE INSTANT NOODLES MASALA 280 G || S2,Title,Default Title,,,,,929,,,2 RKBB 421503 Badlapur Belavali,0,0,0,78,78
maggi-2-minute-instant-noodles-masala-280-g-1,MAGGI 2 MINUTE INSTANT NOODLES MASALA 280 G || S1,Title,Default Title,,,,,929,,,1 Dombivli East (RKM),0,0,0,33,33
britannia-good-day-cashew-cookies-120-g-pack-of-7,BRITANNIA GOOD DAY CASHEW COOKIES 120 G PACK OF 5 || S2,Title,Default Title,,,,,1017,,,2 RKBB 421503 Badlapur Belavali,0,0,0,8,8
britannia-good-day-cashew-cookies-120-g-pack-of-6,BRITANNIA GOOD DAY CASHEW COOKIES 120 G PACK OF 5 || S1,Title,Default Title,,,,,1017,,,1 Dombivli East (RKM),0,0,0,63,63
britannia-good-day-cashew-cookies-200-g-2,BRITANNIA GOOD DAY CASHEW COOKIES 200 G || S2,Title,Default Title,,,,,1019,,,2 RKBB 421503 Badlapur Belavali,0,0,0,53,53
britannia-nice-time-biscuits-150-g-12,BRITANNIA NICE TIME BISCUITS 150 G || S2,Title,Default Title,,,,,1027,,,2 RKBB 421503 Badlapur Belavali,0,0,0,20,20
britannia-nice-time-biscuits-150-g-11,BRITANNIA NICE TIME BISCUITS 150 G || S3,Title,Default Title,,,,,1027,,,3- 400612 RKDA - Diva,0,0,0,24,24
britannia-cream-biscuits-treat-jim-jam-100-g-pack-2,"BRITANNIA CREAM BISCUITS TREAT JIM JAM, 100 G PACK || S2",Title,Default Title,,,,,1035,,,2 RKBB 421503 Badlapur Belavali,0,0,0,105,105
britannia-cream-biscuits-treat-jim-jam-100-g-pack-1,"BRITANNIA CREAM BISCUITS TREAT JIM JAM, 100 G PACK || S1",Title,Default Title,,,,,1035,,,1 Dombivli East (RKM),0,0,0,54,54
parle-monaco-zeera-60-9-g-2,PARLE MONACO JEERA 60 G || S2,Title,Default Title,,,,,1049,,,2 RKBB 421503 Badlapur Belavali,0,0,0,52,52
britannia-marie-gold-89-g-pack-2,BRITANNIA MARIE GOLD 89 G || S2,Title,Default Title,,,,,1067,,,2 RKBB 421503 Badlapur Belavali,0,0,0,80,80
britannia-marie-gold-89-g-pack-1,BRITANNIA MARIE GOLD 89 G || S3,Title,Default Title,,,,,1067,,,3- 400612 RKDA - Diva,0,0,0,76,76
britannia-marie-gold-89-g-pack-3,BRITANNIA MARIE GOLD 89 G || S1,Title,Default Title,,,,,1067,,,1 Dombivli East (RKM),0,0,0,74,74
nestle-kitkat-chocolate-28-5-g-2,NESTLE KITKAT CHOCOLATE 28.5 G || S2,Title,Default Title,,,,,1072,,,2 RKBB 421503 Badlapur Belavali,0,0,0,4,4
nestle-kitkat-chocolate-28-5-g-3,NESTLE KITKAT CHOCOLATE 28.5 G || S3,Title,Default Title,,,,,1072,,,3- 400612 RKDA - Diva,0,0,0,147,147
nestle-kitkat-chocolate-28-5-g-1,NESTLE KITKAT CHOCOLATE 28.5 G || S1,Title,Default Title,,,,,1072,,,1 Dombivli East (RKM),0,0,0,37,37
gud-kol-mayur-900-gm-2,GUD KOL (MAYUR) 900 G || S2,Title,Default Title,,,,,1077,,,2 RKBB 421503 Badlapur Belavali,0,0,0,36,36
gud-kol-mayur-900-gm-1,GUD KOL (MAYUR) 900 G || S3,Title,Default Title,,,,,1077,,,3- 400612 RKDA - Diva,0,0,0,23,23
gud-kol-mayur-900-gm-3,GUD KOL (MAYUR) 900 G || S1,Title,Default Title,,,,,1077,,,1 Dombivli East (RKM),0,0,0,31,31
britannia-vita-marie-gold-biscuits-61-g-2,"BRITANNIA VITA MARIE GOLD BISCUITS, 61 G || S2",Title,Default Title,,,,,1093,,,2 RKBB 421503 Badlapur Belavali,0,0,0,108,108
britannia-vita-marie-gold-biscuits-61-g-3,"BRITANNIA VITA MARIE GOLD BISCUITS, 61 G || S3",Title,Default Title,,,,,1093,,,3- 400612 RKDA - Diva,0,0,0,70,70
britannia-vita-marie-gold-biscuits-61-g-1,"BRITANNIA VITA MARIE GOLD BISCUITS, 61 G || S1",Title,Default Title,,,,,1093,,,1 Dombivli East (RKM),0,0,1,100,100
patal-poha-500-g-2,PATAL  POHA 500 G || S2,Title,Default Title,,,,,1098,,,2 RKBB 421503 Badlapur Belavali,0,0,0,21,21
patal-poha-500-g-1,PATAL  POHA 500 G || S1,Title,Default Title,,,,,1098,,,1 Dombivli East (RKM),0,0,1,42,42
cadbury-dairy-milk-chocolate-14-g-12,CADBURY DAIRY MILK CHOCOLATE 14 G || S2,Title,Default Title,,,,,1106,,,2 RKBB 421503 Badlapur Belavali,0,0,0,175,175
cadbury-dairy-milk-chocolate-14-g-13,CADBURY DAIRY MILK CHOCOLATE 14 G || S3,Title,Default Title,,,,,1106,,,3- 400612 RKDA - Diva,0,0,0,134,134
cadbury-fuse-chocolate-bar-25-g-2,CADBURY FUSE CHOCOLATE BAR 25 G || S2,Title,Default Title,,,,,1107,,,2 RKBB 421503 Badlapur Belavali,0,0,0,45,45
britannia-nice-time-coconut-biscuits-59-4-g-2,BRITANNIA NICE TIME COCONUT BISCUITS 59.4 G || S2,Title,Default Title,,,,,1109,,,2 RKBB 421503 Badlapur Belavali,0,0,0,28,28
britannia-nice-time-coconut-biscuits-59-4-g-1,BRITANNIA NICE TIME COCONUT BISCUITS 59.4 G || S1,Title,Default Title,,,,,1109,,,1 Dombivli East (RKM),0,0,0,22,22
cadbury-perk-chocolate-15-g-2,CADBURY PERK CHOCOLATE 15 GM || S2,Title,Default Title,,,,,1111,,,2 RKBB 421503 Badlapur Belavali,0,0,0,113,113
cadbury-dairy-milk-chocolate-bar-6-4-gm-3,CADBURY DAIRY MILK CHOCOLATE BAR 6.4 G || S3,Title,Default Title,,,,,1120,,,3- 400612 RKDA - Diva,0,0,0,65,65
cadbury-dairy-milk-chocolate-bar-6-4-gm-1,CADBURY DAIRY MILK CHOCOLATE BAR 6.4 G || S1,Title,Default Title,,,,,1120,,,1 Dombivli East (RKM),0,0,1,70,70
tiranga-rice-papdi-250gm-2,TIRANGA RICE PAPDI 250 G || S2,Title,Default Title,,,,,1131,,,2 RKBB 421503 Badlapur Belavali,0,0,0,4,4
tiranga-rice-papdi-250gm-3,TIRANGA RICE PAPDI 250 G || S1,Title,Default Title,,,,,1131,,,1 Dombivli East (RKM),0,0,0,2,2
dabur-glucoplus-c-lemon-400gm-2,DABUR GLUCOPLUS-C LEMON 400GM || S2,Title,Default Title,,,,,1132,,,2 RKBB 421503 Badlapur Belavali,0,0,0,7,7
rk-mukhwas-cola-gola-100gm-1-s2,RK MUKHWAS COLA GOLA 100GM || S2,Title,Default Title,,,,,1139,,,2 RKBB 421503 Badlapur Belavali,0,0,0,12,12
makai-poha-250-gm-2,MAKAI POHA 250 G || S2,Title,Default Title,,,,,1171,,,2 RKBB 421503 Badlapur Belavali,0,0,0,24,24
makai-poha-250-gm-1,MAKAI POHA 250 G || S3,Title,Default Title,,,,,1171,,,3- 400612 RKDA - Diva,0,0,0,15,15
makai-poha-250-gm-3,MAKAI POHA 250 G || S1,Title,Default Title,,,,,1171,,,1 Dombivli East (RKM),0,0,0,12,12
good-knight-gold-flash-liquid-vapourizer-pack-of-5,GOOD KNIGHT GOLD FLASH LIQUID VAPORIZER PACK OF 2 || S1,Title,Default Title,,,,,1180,,,1 Dombivli East (RKM),0,0,0,8,8
good-kni-gold-fl-jumb-ref-60n-1,GOOD KNI GOLD FL JUMB REF 60N || S1,Title,Default Title,,,,,1183,,,1 Dombivli East (RKM),0,0,0,4,4
