Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
toothpaste-11,COLGATE ACTIVE SALT TOOTHPASTE (200 + 100) G || S3,Title,Default Title,,,,,7954,,,3- 400612 RKDA - Diva,0,0,0,24,24
fortune-sunlite-refined-sunflower-oil-1-l-2,FORTUNE SUNLITE REFINED SUNFLOWER OIL 1 LTR || S2,Title,Default Title,,,,,8002,,,2 RKBB 421503 Badlapur Belavali,0,0,0,97,97
fortune-sunlite-refined-sunflower-oil-1-l-1,FORTUNE SUNLITE REFINED SUNFLOWER OIL 1 LTR || S3,Title,Default Title,,,,,8002,,,3- 400612 RKDA - Diva,0,0,0,116,116
fortune-sunlite-refined-sunflower-oil-1-l-3,FORTUNE SUNLITE REFINED SUNFLOWER OIL 1 LTR || S1,Title,Default Title,,,,,8002,,,1 Dombivli East (RKM),0,0,0,89,89
fortune-sun-lite-sunflower-refined-oil-5-l-can-3,FORTUNE SUN LITE SUNFLOWER REFINED OIL 5 LTR CAN || S1,Title,Default Title,,,,,8004,,,1 Dombivli East (RKM),0,0,0,13,13
edible-oils-ghee-12,FORTUNE FILTERED GROUNDNUT OIL 1 LTR || S2,Title,Default Title,,,,,8006,,,2 RKBB 421503 Badlapur Belavali,0,0,0,18,18
fortune-oil-1-l-pouch-soyabean-health-2,FORTUNE SOYABEAN HEALTH OIL 1 L POUCH || S2,Title,Default Title,,,,,8011,,,2 RKBB 421503 Badlapur Belavali,0,0,0,19,19
fortune-oil-1-l-pouch-soyabean-health-3,FORTUNE SOYABEAN HEALTH OIL 1 L POUCH || S1,Title,Default Title,,,,,8011,,,1 Dombivli East (RKM),0,0,0,17,17
act-ii-tomato-chilli-instant-popcorn-60-g-12,ACT II TOMATO CHILLI INSTANT POPCORN 60 G || S2,Title,Default Title,,,,,8069,,,2 RKBB 421503 Badlapur Belavali,0,0,0,11,11
act-ii-tomato-chilli-instant-popcorn-60-g-2,ACT II TOMATO CHILLI INSTANT POPCORN 60 G || S3,Title,Default Title,,,,,8069,,,3- 400612 RKDA - Diva,0,0,0,19,19
act-ii-tomato-chilli-instant-popcorn-60-g-13,ACT II TOMATO CHILLI INSTANT POPCORN 60 G || S1,Title,Default Title,,,,,8069,,,1 Dombivli East (RKM),0,0,0,2,2
everest-kitchen-king-masala-50-g-carton-2,EVEREST KITCHEN KING MASALA 50 G CARTON || S2,Title,Default Title,,,,,8099,,,2 RKBB 421503 Badlapur Belavali,0,0,0,15,15
everest-kitchen-king-masala-50-g-carton-3,EVEREST KITCHEN KING MASALA 50 G CARTON || S3,Title,Default Title,,,,,8099,,,3- 400612 RKDA - Diva,0,0,0,25,25
grocery-gourmet-food-13,EVEREST TANDOORI CHICKEN MASALA - 50 G || S1,Title,Default Title,,,,,8102,,,1 Dombivli East (RKM),0,0,0,10,10
everest-meat-masala-50-g-carton-2,EVEREST MEAT MASALA 50 G CARTON || S2,Title,Default Title,,,,,8104,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
everest-meat-masala-50-g-carton-3,EVEREST MEAT MASALA 50 G CARTON || S3,Title,Default Title,,,,,8104,,,3- 400612 RKDA - Diva,0,0,0,13,13
everest-meat-masala-50-g-carton-1,EVEREST MEAT MASALA 50 G CARTON || S1,Title,Default Title,,,,,8104,,,1 Dombivli East (RKM),0,0,0,6,6
everest-chicken-masala-50-g-carton-3,EVEREST CHICKEN MASALA 50 G CARTON || S3,Title,Default Title,,,,,8134,,,3- 400612 RKDA - Diva,0,0,0,5,5
everest-shahi-biryani-masa-25-gm-2,EVEREST SHAHI BIRYANI MASALA 25 G || S2,Title,Default Title,,,,,8135,,,2 RKBB 421503 Badlapur Belavali,0,0,0,25,25
everest-shahi-biryani-masa-25-gm-3,EVEREST SHAHI BIRYANI MASALA 25 G || S3,Title,Default Title,,,,,8135,,,3- 400612 RKDA - Diva,0,0,0,24,24
everest-shahi-biryani-masa-25-gm-1,EVEREST SHAHI BIRYANI MASALA 25 G || S1,Title,Default Title,,,,,8135,,,1 Dombivli East (RKM),0,0,0,5,5
chai-2,TATA TEA AGNI 100 G POUCH || S2,Title,Default Title,,,,,8164,,,2 RKBB 421503 Badlapur Belavali,0,0,0,27,27
chai-1,TATA TEA AGNI 100 G POUCH || S3,Title,Default Title,,,,,8164,,,3- 400612 RKDA - Diva,0,0,0,23,23
chai-3,TATA TEA AGNI 100 G POUCH || S1,Title,Default Title,,,,,8164,,,1 Dombivli East (RKM),0,0,0,16,16
society-tea-leaf-tea-1-kg-2,"SOCIETY TEA LEAF TEA, 1 KG || S2",Title,Default Title,,,,,8219,,,2 RKBB 421503 Badlapur Belavali,0,0,0,27,27
society-tea-leaf-tea-1-kg-3,"SOCIETY TEA LEAF TEA, 1 KG || S3",Title,Default Title,,,,,8219,,,3- 400612 RKDA - Diva,0,0,0,18,18
surf-excel-quick-wash-detergent-powder-500-g-2,SURF EXCEL QUICK WASH DETERGENT POWDER 500 G || S2,Title,Default Title,,,,,8238,,,2 RKBB 421503 Badlapur Belavali,0,0,0,36,36
surf-excel-quick-wash-detergent-powder-500-g-3,SURF EXCEL QUICK WASH DETERGENT POWDER 500 G || S3,Title,Default Title,,,,,8238,,,3- 400612 RKDA - Diva,0,0,0,12,12
surf-excel-quick-wash-detergent-powder-500-g-1,SURF EXCEL QUICK WASH DETERGENT POWDER 500 G || S1,Title,Default Title,,,,,8238,,,1 Dombivli East (RKM),0,0,0,24,24
everest-kesar-milk-masala-10-g-1,EVEREST KESAR MILK MASALA 10 G || S1,Title,Default Title,,,,,8331,,,1 Dombivli East (RKM),0,0,0,23,23
polo-extra-strong-menthol-and-peppermint-flavour-mint-3,POLO EXTRA STRONG MENTHOL AND PEPPERMINT FLAVOUR MINT || S3,Title,Default Title,,,,,8354,,,3- 400612 RKDA - Diva,0,0,0,4,4
polo-extra-strong-menthol-and-peppermint-flavour-mint-1,POLO EXTRA STRONG MENTHOL AND PEPPERMINT FLAVOUR MINT || S1,Title,Default Title,,,,,8354,,,1 Dombivli East (RKM),0,0,0,4,4
dettol-antiseptic-liq-250-ml-1,DETTOL ANTISEPTIC LIQUID 250 ML || S3,Title,Default Title,,,,,8812,,,3- 400612 RKDA - Diva,0,0,0,11,11
dabur-chyawanprash-500-g-1,DABUR CHYAWANPRASH “ 500 G || S1,Title,Default Title,,,,,8816,,,1 Dombivli East (RKM),0,0,0,2,2
dabur-chyawanprash-250-g-jar-2,"DABUR - CHYAWANPRASH, 250 G JAR || S2",Title,Default Title,,,,,8817,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
dabur-chyawanprash-250-g-jar-3,"DABUR - CHYAWANPRASH, 250 G JAR || S3",Title,Default Title,,,,,8817,,,3- 400612 RKDA - Diva,0,0,0,4,4
dabur-chyawanprash-250-g-jar-1,"DABUR - CHYAWANPRASH, 250 G JAR || S1",Title,Default Title,,,,,8817,,,1 Dombivli East (RKM),0,0,0,2,2
vim-dish-wash-liqid-500-ml-pls-1,VIM DISHWASH LIQUID 500 ML || S3,Title,Default Title,,,,,8885,,,3- 400612 RKDA - Diva,0,0,0,7,7
freshee-value-smarto-tissue-soft-and-natural-napkins-piece-53,"FRESHEE VALUE SMARTO TISSUE, SOFT AND NATURAL NAPKINS (PIECE 50) || S3",Title,Default Title,,,,,8931,,,3- 400612 RKDA - Diva,0,0,0,15,15
bisleri-250-ml-2,BISLERI 250 ML || S2,Title,Default Title,,,,,9017,,,2 RKBB 421503 Badlapur Belavali,0,0,0,127,127
bisleri-250-ml-1,BISLERI 250 ML || S1,Title,Default Title,,,,,9017,,,1 Dombivli East (RKM),0,0,0,3,3
rice-steem-best-murliwala-23-2,RK RICE STEEM BEST ANMOL /CT *23 1 KG || S2,Title,1 kg,,,,,9100,,,2 RKBB 421503 Badlapur Belavali,0,0,0,222,222
rice-flour-pulses-3,FORTUNE ROZANA BASMATI RICE SUITABLE FOR DAILY COOKING 5 KG || S1,Title,Default Title,,,,,9165,,,1 Dombivli East (RKM),0,0,0,1,1
badam-royal-250-gm-2,BADAM ROYAL 250 G || S2,Title,Default Title,,,,,9566,,,2 RKBB 421503 Badlapur Belavali,0,0,0,18,18
badam-royal-250-gm-3,BADAM ROYAL 250 G || S3,Title,Default Title,,,,,9566,,,3- 400612 RKDA - Diva,0,0,0,14,14
kala-vatana-250-gm-2,KALA VATANA 250 G || S2,Title,Default Title,,,,,9587,,,2 RKBB 421503 Badlapur Belavali,0,0,0,42,42
kala-vatana-250-gm-1,KALA VATANA 250 G || S3,Title,Default Title,,,,,9587,,,3- 400612 RKDA - Diva,0,0,0,31,31
kala-vatana-250-gm-3,KALA VATANA 250 G || S1,Title,Default Title,,,,,9587,,,1 Dombivli East (RKM),0,0,0,31,31
india-gate-basmati-rice-tibar-1-kg-pouch-1,INDIA GATE BASMATI RICE TIBAR 1 KG POUCH || S1,Title,Default Title,,,,,9644,,,1 Dombivli East (RKM),0,0,0,3,3
santoor-sandal-and-turmeric-soap-pack-of-4-soaps-125-g-each-2,SANTOOR SANDAL AND TURMERIC SOAP (PACK OF 4 SOAPS 125 G EACH) || S2,Title,Default Title,,,,,9754,,,2 RKBB 421503 Badlapur Belavali,0,0,0,17,17
britannia-milk-bikis-biscuits-35-50-g-13,BRITANNIA MILK BIKIS BISCUITS 35.50 G || S3,Title,Default Title,,,,,9763,,,3- 400612 RKDA - Diva,0,0,0,153,153
britannia-milk-bikis-biscuits-35-50-g-11,BRITANNIA MILK BIKIS BISCUITS 35.50 G || S1,Title,Default Title,,,,,9763,,,1 Dombivli East (RKM),0,0,0,92,92
r-k-b-green-chana-250g-2,R.K.B GREEN CHANA 250G || S2,Title,Default Title,,,,,9887,,,2 RKBB 421503 Badlapur Belavali,0,0,0,26,26
r-k-b-green-chana-250g-1,R.K.B GREEN CHANA 250G || S1,Title,Default Title,,,,,9887,,,1 Dombivli East (RKM),0,0,0,14,14
cadbury-bournvita-biscuits-41-85-gm-2,CADBURY BOURNVITA BISCUITS 41.85 G || S2,Title,Default Title,,,,,9909,,,2 RKBB 421503 Badlapur Belavali,0,0,0,173,173
cadbury-bournvita-biscuits-41-85-gm-1,CADBURY BOURNVITA BISCUITS 41.85 G || S1,Title,Default Title,,,,,9909,,,1 Dombivli East (RKM),0,0,2,14,14
parle-monaco-classic-400-g-1,PARLE MONACO CLASSIC 400 G || S1,Title,Default Title,,,,,10000,,,1 Dombivli East (RKM),0,0,0,3,3
knorr-cup-a-soup-hot-sour-veg-11-g-3,KNORR CUP A SOUP HOT SOUR VEG 11 G || S3,Title,Default Title,,,,,10164,,,3- 400612 RKDA - Diva,0,0,0,56,56
foil-holders-2,FRESHEE ALUMINUM FOIL 50 G || S2,Title,Default Title,,,,,10213,,,2 RKBB 421503 Badlapur Belavali,0,0,0,13,13
foil-holders-3,FRESHEE ALUMINUM FOIL 50 G || S1,Title,Default Title,,,,,10213,,,1 Dombivli East (RKM),0,0,0,21,21
patanjali-kesh-kanti-hair-cleanser-shampoo-200-ml-1,"PATANJALI KESH KANTI HAIR CLEANSER SHAMPOO, 200 ML || S1",Title,Default Title,,,,,10263,,,1 Dombivli East (RKM),0,0,0,2,2
ganesh-special-idli-rawa-500-gm-3,GANESH SPECIAL IDLI RAVA 500 G || S1,Title,Default Title,,,,,10296,,,1 Dombivli East (RKM),0,0,0,14,14
ganesh-rice-powder-500-gm-2,GANESH RICE POWDER 500 G || S2,Title,Default Title,,,,,10299,,,2 RKBB 421503 Badlapur Belavali,0,0,0,4,4
ganesh-rice-powder-500-gm-1,GANESH RICE POWDER 500 G || S1,Title,Default Title,,,,,10299,,,1 Dombivli East (RKM),0,0,0,3,3
amul-kaju-katri-200-g-2,AMUL KAJU KATLI 200 G || S2,Title,Default Title,,,,,10436,,,2 RKBB 421503 Badlapur Belavali,0,0,0,12,12
amul-kaju-katri-200-g-3,AMUL KAJU KATLI 200 G || S1,Title,Default Title,,,,,10436,,,1 Dombivli East (RKM),0,0,0,8,8
r-k-besan-500-gm-1,R K BESAN 500 G || S3,Title,Default Title,,,,,10459,,,3- 400612 RKDA - Diva,0,0,0,15,15
amul-lassi-tb-250-ml-14,AMUL LASSI 250 ML || S1,Title,Default Title,,,,,10527,,,1 Dombivli East (RKM),0,0,0,1,1
everest-powder-tikhalal-hot-chilly-100-g-pouch-12,EVEREST POWDER TIKHALAL HOT CHILLI 100 G POUCH || S2,Title,Default Title,,,,,10533,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
everest-powder-tikhalal-hot-chilly-100-g-pouch-11,EVEREST POWDER TIKHALAL HOT CHILLI 100 G POUCH || S1,Title,Default Title,,,,,10533,,,1 Dombivli East (RKM),0,0,0,16,16
everest-tikhalal-chilli-powder-500-g-pouch-2,EVEREST TIKHALAL CHILLY POWDER 500 GM POUCH || S2,Title,Default Title,,,,,10589,,,2 RKBB 421503 Badlapur Belavali,0,0,0,7,7
everest-tikhalal-chilli-powder-500-g-pouch-1,EVEREST TIKHALAL CHILLY POWDER 500 GM POUCH || S1,Title,Default Title,,,,,10589,,,1 Dombivli East (RKM),0,0,0,18,18
everest-powder-turmeric-500-g-pouch-2,EVEREST POWDER TURMERIC 500 G POUCH || S2,Title,Default Title,,,,,10591,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
toor-dal-latur-1-kg-2,TOOR DAL LATUR 1 KG || S2,Title,Default Title,,,,,10627,,,2 RKBB 421503 Badlapur Belavali,0,0,0,24,24
everest-coriander-powder-200-g-1,EVEREST CORIANDER POWDER 200 G || S1,Title,Default Title,,,,,10695,,,1 Dombivli East (RKM),0,0,0,11,11
dove-cream-beauty-bathing-bar-with-moisturizing-cream-100-g-buy-4-get-1-free-2,DOVE CREAM BEAUTY BATHING BAR WITH MOISTURIZING CREAM 100 G (BUY 4 GET 1 FREE) || S2,Title,Default Title,,,,,10708,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
dove-cream-beauty-bathing-bar-with-moisturizing-cream-100-g-buy-4-get-1-free-3,DOVE CREAM BEAUTY BATHING BAR WITH MOISTURIZING CREAM 100 G (BUY 4 GET 1 FREE) || S3,Title,Default Title,,,,,10708,,,3- 400612 RKDA - Diva,0,0,0,4,4
everest-powder-turmeric-100-g-pouch-2,EVEREST POWDER TURMERIC 100 G POUCH || S2,Title,Default Title,,,,,10709,,,2 RKBB 421503 Badlapur Belavali,0,0,0,4,4
everest-powder-turmeric-100-g-pouch-1,EVEREST POWDER TURMERIC 100 G POUCH || S1,Title,Default Title,,,,,10709,,,1 Dombivli East (RKM),0,0,0,4,4
everest-powder-turmeric-200-g-pouch-3,EVEREST POWDER TURMERIC 200 G POUCH || S3,Title,Default Title,,,,,10711,,,3- 400612 RKDA - Diva,0,0,0,19,19
everest-powder-turmeric-200-g-pouch-1,EVEREST POWDER TURMERIC 200 G POUCH || S1,Title,Default Title,,,,,10711,,,1 Dombivli East (RKM),0,0,0,18,18
everest-powder-tikhalal-chilli-200-g-pouch-2,EVEREST POWDER TIKHALAL CHILLI 200 G POUCH || S2,Title,Default Title,,,,,10714,,,2 RKBB 421503 Badlapur Belavali,0,0,0,21,21
everest-powder-tikhalal-chilli-200-g-pouch-3,EVEREST POWDER TIKHALAL CHILLI 200 G POUCH || S3,Title,Default Title,,,,,10714,,,3- 400612 RKDA - Diva,0,0,0,21,21
britannia-g-d-pineapple-cake-65-g-2,BRITANNIA GOOD DAY PINE APPLE CAKE 65 G || S2,Title,Default Title,,,,,10788,,,2 RKBB 421503 Badlapur Belavali,0,0,0,53,53
britannia-g-d-pineapple-cake-65-g-3,BRITANNIA GOOD DAY PINE APPLE CAKE 65 G || S3,Title,Default Title,,,,,10788,,,3- 400612 RKDA - Diva,0,0,0,53,53
hit-cockroaches-red-200-ml-2,HIT COCKROACHES RED 200 ML || S2,Title,Default Title,,,,,11071,,,2 RKBB 421503 Badlapur Belavali,0,0,0,13,13
santoor-total-skin-care-soap-100-g-pack-of-4-pc-4-x-100-g-2,SANTOOR TOTAL SKIN CARE SOAP 100 G PACK OF 4 PC (4 X 100 G) || S2,Title,Default Title,,,,,11169,,,2 RKBB 421503 Badlapur Belavali,0,0,0,46,46
santoor-total-skin-care-soap-100-g-pack-of-4-pc-4-x-100-g-3,SANTOOR TOTAL SKIN CARE SOAP 100 G PACK OF 4 PC (4 X 100 G) || S3,Title,Default Title,,,,,11169,,,3- 400612 RKDA - Diva,0,0,0,10,10
santoor-total-skin-care-soap-100-g-pack-of-4-pc-4-x-100-g-1,SANTOOR TOTAL SKIN CARE SOAP 100 G PACK OF 4 PC (4 X 100 G) || S1,Title,Default Title,,,,,11169,,,1 Dombivli East (RKM),0,0,0,15,15
regular-tea-11,GIRNAR ROYAL CUP TEA 1 KG || S1,Title,Default Title,,,,,11191,,,1 Dombivli East (RKM),0,0,0,4,4
r-k-b-mix-seeds-250g-2,R.K.B MIX SEEDS 250G || S2,Title,Default Title,,,,,11213,,,2 RKBB 421503 Badlapur Belavali,0,0,0,26,26
r-k-b-mix-seeds-250g-1,R.K.B MIX SEEDS 250G || S1,Title,Default Title,,,,,11213,,,1 Dombivli East (RKM),0,0,0,9,9
everest-powder-coriander-100-g-pouch-2,EVEREST POWDER CORIANDER 100 G POUCH || S2,Title,Default Title,,,,,11228,,,2 RKBB 421503 Badlapur Belavali,0,0,0,24,24
saffola-gold-oil-5lt-can-2,SAFFOLA GOLD OIL 5LT CAN || S2,Title,Default Title,,,,,11384,,,2 RKBB 421503 Badlapur Belavali,0,0,0,16,16
britannia-treat-jim-jam-cream-biscuits-138-g-2,BRITANNIA TREAT JIM JAM CREAM BISCUITS 138 G || S2,Title,Default Title,,,,,11400,,,2 RKBB 421503 Badlapur Belavali,0,0,0,15,15
godrej-ezee-no-1-bathin-g-soap-jasmine-100-g-pack-of-7,GODREJ EZEE NO.1 BATHING SOAP - JASMINE 100 G -PACK OF 5 || S2,Title,Default Title,,,,,11414,,,2 RKBB 421503 Badlapur Belavali,0,0,0,5,5
godrej-ezee-no-1-bathin-g-soap-jasmine-100-g-pack-of-8,GODREJ EZEE NO.1 BATHING SOAP - JASMINE 100 G -PACK OF 5 || S1,Title,Default Title,,,,,11414,,,1 Dombivli East (RKM),0,0,0,5,5
kissan-fresh-tomato-ketchup-90-g-2,KISSAN FRESH TOMATO KETCHUP 90 G || S2,Title,Default Title,,,,,11485,,,2 RKBB 421503 Badlapur Belavali,0,0,0,21,21
kissan-fresh-tomato-ketchup-90-g-3,KISSAN FRESH TOMATO KETCHUP 90 G || S3,Title,Default Title,,,,,11485,,,3- 400612 RKDA - Diva,0,0,0,34,34
kissan-fresh-tomato-ketchup-90-g-1,KISSAN FRESH TOMATO KETCHUP 90 G || S1,Title,Default Title,,,,,11485,,,1 Dombivli East (RKM),0,0,0,11,11
panda-smart-gas-lighter-1-s2,PANDA SMART GAS LIGHTER || S2,Title,Default Title,,,,,11502,,,2 RKBB 421503 Badlapur Belavali,0,0,0,24,24
ashirwad-atta-10-kg-12,AASHIRVAAD ATTA 10 KG || S1,Title,Default Title,,,,,11508,,,1 Dombivli East (RKM),0,0,0,4,4
surf-excel-quick-wash-detergent-powder-1-kg-1,SURF EXCEL EASY WASH 1 KG RFL || S1,Title,Default Title,,,,,11619,,,1 Dombivli East (RKM),0,0,0,30,30
tata-tea-agni-1-kg-3,TATA TEA AGNI 1 KG || S3,Title,Default Title,,,,,11676,,,3- 400612 RKDA - Diva,0,0,0,11,11
dettol-cool-germ-protection-bathing-soap-bar-125-g-pack-of-5,"DETTOL COOL GERM PROTECTION BATHING SOAP BAR, 125 G (PACK OF 4) || S1",Title,Default Title,,,,,11948,,,1 Dombivli East (RKM),0,0,0,4,4
rin-detergent-powder-1-kg-2,RIN DETERGENT POWDER 1 KG || S2,Title,Default Title,,,,,12072,,,2 RKBB 421503 Badlapur Belavali,0,0,0,45,45
rin-detergent-powder-1-kg-3,RIN DETERGENT POWDER 1 KG || S3,Title,Default Title,,,,,12072,,,3- 400612 RKDA - Diva,0,0,0,10,10
rin-advanced-detergent-powder-500-g-2,RIN ADVANCED DETERGENT POWDER - 500 G || S2,Title,Default Title,,,,,12073,,,2 RKBB 421503 Badlapur Belavali,0,0,0,52,52
rin-advanced-detergent-powder-500-g-3,RIN ADVANCED DETERGENT POWDER - 500 G || S3,Title,Default Title,,,,,12073,,,3- 400612 RKDA - Diva,0,0,0,51,51
rin-advanced-detergent-powder-500-g-1,RIN ADVANCED DETERGENT POWDER - 500 G || S1,Title,Default Title,,,,,12073,,,1 Dombivli East (RKM),0,0,0,35,35
rin-advanced-powder-2-kg-2,RIN ADVANCED POWDER 2 KG+ || S2,Title,Default Title,,,,,12074,,,2 RKBB 421503 Badlapur Belavali,0,0,0,14,14
rin-advanced-powder-2-kg-1,RIN ADVANCED POWDER 2 KG+ || S1,Title,Default Title,,,,,12074,,,1 Dombivli East (RKM),0,0,0,8,8
household-cleaners-3,SCENTON PERFUMED SANITARY CUBE 150 G || S1,Title,Default Title,,,,,12172,,,1 Dombivli East (RKM),0,0,7,7,7
sunsilk-cocreation-stunning-black-shine-shampoo-180-ml-2,SUNSILK CO-CREATIONS STUNNING BLACK SHINE SHAMPOO 180 ML || S2,Title,Default Title,,,,,12396,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
sunsilk-cocreation-stunning-black-shine-shampoo-180-ml-3,SUNSILK CO-CREATIONS STUNNING BLACK SHINE SHAMPOO 180 ML || S1,Title,Default Title,,,,,12396,,,1 Dombivli East (RKM),0,0,0,1,1
maida-500-gm-2,MAIDA 500 G || S2,Title,Default Title,,,,,12457,,,2 RKBB 421503 Badlapur Belavali,0,0,0,55,55
maida-500-gm-1,MAIDA 500 G || S3,Title,Default Title,,,,,12457,,,3- 400612 RKDA - Diva,0,0,0,36,36
maida-500-gm-3,MAIDA 500 G || S1,Title,Default Title,,,,,12457,,,1 Dombivli East (RKM),0,0,0,29,29
kismish-250-gm-2,KISHMISH 250 G || S2,Title,Default Title,,,,,12521,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
kismish-250-gm-1,KISHMISH 250 G || S1,Title,Default Title,,,,,12521,,,1 Dombivli East (RKM),0,0,0,18,18
maggi-masala-2minute-noodles-india-snack-560-g-2,MAGGI MASALA 2 MINUTE NOODLES INDIAN SNACK 560 G || S2,Title,Default Title,,,,,12534,,,2 RKBB 421503 Badlapur Belavali,0,0,0,85,85
favorite-p-p-jain-sortex-clean-wheat-30-kg-bag-2,FAVORITE P.P. JAIN SORTEX CLEAN WHEAT 1 KG || S2,Size,1 kg,,,,,12595,,,2 RKBB 421503 Badlapur Belavali,0,0,0,257,257
favorite-p-p-jain-sortex-clean-wheat-30-kg-bag-3,FAVORITE P.P. JAIN SORTEX CLEAN WHEAT 1 KG || S3,Size,1 kg,,,,,12595,,,3- 400612 RKDA - Diva,0,0,0,82,82
dabur-red-toothpaste-200-g-2,DABUR RED TOOTHPASTE - 200 G || S2,Title,Default Title,,,,,12625,,,2 RKBB 421503 Badlapur Belavali,0,0,0,11,11
dabur-red-toothpaste-200-g-1,DABUR RED TOOTHPASTE - 200 G || S1,Title,Default Title,,,,,12625,,,1 Dombivli East (RKM),0,0,0,4,4
bliss-limon-air-pocket-10-gm-2,BLISS LIMON AIR POCKET 10 GM || S2,Title,Default Title,,,,,12647,,,2 RKBB 421503 Badlapur Belavali,0,0,0,1,1
bliss-limon-air-pocket-10-gm-3,BLISS LIMON AIR POCKET 10 GM || S3,Title,Default Title,,,,,12647,,,3- 400612 RKDA - Diva,0,0,0,4,4
bliss-limon-air-pocket-10-gm-1,BLISS LIMON AIR POCKET 10 GM || S1,Title,Default Title,,,,,12647,,,1 Dombivli East (RKM),0,0,0,13,13
scenton-sanitary-cubes-100-g-2,SCENTON SANITARY CUBES 100 G || S2,Title,Default Title,,,,,12651,,,2 RKBB 421503 Badlapur Belavali,0,0,0,45,45
scenton-sanitary-cubes-100-g-1,SCENTON SANITARY CUBES 100 G || S1,Title,Default Title,,,,,12651,,,1 Dombivli East (RKM),0,0,0,13,13
kli-nol-premium-concentrated-floor-cleaner-500-ml-s2,KLI-NOL PREMIUM CONCENTRATED FLOOR CLEANER 500 ML || S2,Title,Default Title,,,,,12691,,,2 RKBB 421503 Badlapur Belavali,0,0,0,22,22
stayfree-secure-cottony-soft-sanitary-pads-regular-pack-of-20-pads-3,"STAYFREE SECURE COTTONY SOFT SANITARY PADS - REGULAR,PACK OF 20 PADS || S3",Title,Default Title,,,,,12779,,,3- 400612 RKDA - Diva,0,0,0,9,9
gemini-refined-sunflower-oil-pouch-1-l-2,GEMINI REFINED SUNFLOWER OIL POUCH 1 LTR || S2,Title,Default Title,,,,,12887,,,2 RKBB 421503 Badlapur Belavali,0,0,0,69,69
gemini-refined-sunflower-oil-pouch-1-l-1,GEMINI REFINED SUNFLOWER OIL POUCH 1 LTR || S3,Title,Default Title,,,,,12887,,,3- 400612 RKDA - Diva,0,0,0,67,67
gemini-refined-sunflower-oil-pouch-1-l-3,GEMINI REFINED SUNFLOWER OIL POUCH 1 LTR || S1,Title,Default Title,,,,,12887,,,1 Dombivli East (RKM),0,0,2,51,51
gemini-refined-sunflower-oil-jar-5l-2,"GEMINI REFINED SUNFLOWER OIL JAR, 5L || S2",Title,Default Title,,,,,12902,,,2 RKBB 421503 Badlapur Belavali,0,0,0,10,10
mehendi-1,GODREJ NUPUR HENNA MEHENDI 75 G || S3,Title,Default Title,,,,,12939,,,3- 400612 RKDA - Diva,0,0,0,7,7
haldirams-namkeen-phalhari-chiwda-200-g-2,HALDIRAM'S NAMKEEN FARALI CHIWDA 200 G || S2,Title,Default Title,,,,,13204,,,2 RKBB 421503 Badlapur Belavali,0,0,0,3,3
k-pra-shingada-peeth-200-g-pouch-2,K-PRA SHINGADA PEETH 200 G POUCH || S2,Title,Default Title,,,,,13226,,,2 RKBB 421503 Badlapur Belavali,0,0,0,20,20
ram-bandhu-lime-chill-pic200g-1,RAM BANDHU LIME CHILL PIC200G || S1,Title,Default Title,,,,,13257,,,1 Dombivli East (RKM),0,0,0,12,12
pravin-kolhapuri-thecha-100g-2,PRAVIN KOLHAPURI THECHA 100G || S2,Title,Default Title,,,,,13269,,,2 RKBB 421503 Badlapur Belavali,0,0,0,14,14
pravin-kolhapuri-thecha-100g-3,PRAVIN KOLHAPURI THECHA 100G || S3,Title,Default Title,,,,,13269,,,3- 400612 RKDA - Diva,0,0,0,21,21
turmeric-powder-2,EVEREST TURMERIC POWDER 50 G || S2,Title,Default Title,,,,,13275,,,2 RKBB 421503 Badlapur Belavali,0,0,0,21,21
turmeric-powder-3,EVEREST TURMERIC POWDER 50 G || S1,Title,Default Title,,,,,13275,,,1 Dombivli East (RKM),0,0,0,20,20
l-g-hing-powder-50-gm-1,L G HING POWDER 50 GM || S1,Title,Default Title,,,,,13326,,,1 Dombivli East (RKM),0,0,0,19,19
everest-powder-compounded-yellow-hing-50-g-bottle-2,EVEREST POWDER - COMPOUNDED YELLOW HING 50 G BOTTLE || S2,Title,Default Title,,,,,13330,,,2 RKBB 421503 Badlapur Belavali,0,0,0,17,17
nescafe-sunrise-coffee-10-g-pouch-1,NESCAFE SUNRISE COFFEE 10 G POUCH || S1,Title,Default Title,,,,,13334,,,1 Dombivli East (RKM),0,0,0,22,22
ganesh-tea-p250_-ganesh-premium-leaf-tea-250-gm-pouch-tea-pouch-250-g-13,GANESH PREMIUM LEAF TEA 250 G POUCH || S3,Title,Default Title,,,,,13338,,,3- 400612 RKDA - Diva,0,0,0,8,8
toor-dal-pre-jalana-500-g-2,TOOR DAL PRE JALANA 500 G || S2,Title,Default Title,,,,,13678,,,2 RKBB 421503 Badlapur Belavali,0,0,0,49,49
