P_CODE,P_NAME,Category,BRAND,Sub-Category,Inv,Listing Status
13172,AMUL KOOL ELAICHI MILK 200ML,DAIRY/FROZEN,AMUL,MILK DRINKS,,
13204,HALDIRAM PHAL CHIWDA 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
13226,K-PRA SHINGADA PITH 200 GM,FASTING/UPWAS,K-PRA,UPWAS PRODUCTS,,
13231,K-PRA UPAVAS BHAJANI 200 GM,FASTING/UPWAS,K-PRA,UPWAS PRODUCTS,,
13242,K-PRA THALI PITH BHAJ 200 GM,FASTING/UPWAS,K-PRA,UPWAS PRODUCTS,,
13250,K-PRA GODA MAS POW 100GM,SPICES/MASALA,K-PRA,POWDER,,
13257,RAM BANDHU LIME CHILL PIC200G,PAPAD/PICKLES/FRYMES,RAM BANDHU,PICKLE,,
13269,PRAVIN KOLHAPURI THECHA 100G,SPICES/MASALA,PRAVIN,CHATNEY,,
13275,EVE. TURMERIC POWDER 50 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
13276,EVE. TIKHALAL POWDER 1 KG,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
13325,L G HING KHADA  100 GM CBD,SPICES/MASALA,L G HING,HING,,
13326,L G HING POWDER 50 GM,SPICES/MASALA,L G HING,HING,,
13329,EVE COMP  HING POW (Y) 100 G,SPICES/MASALA,EVEREST,HING,,
13330,EVE COMP HING POW (Y) 50 GM,SPICES/MASALA,EVEREST,HING,,
13334,NESCAFF SUNRISE 10 GM RFL,TEA/COFFEE,NESCAFE,COFFEE,,
13338,GANESH TEA 250 GM ,TEA/COFFEE,GANESH TEA,TEA,,
13612,ARIEL MATIC FRONT LOD4+2-6KG,WASHING/DETERGENTS,ARIEL,WASHING POWDER/DETERGENT,,
13618,FAIR&LOV BB FOUND FAI CRE 9GM,COSMETICS,FAIR & LOVELY,SKIN CREAM,,
13678,TOOR DAL PRE JALANA 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
13770,JOKICO ORGANIC JAGGERY 950 GM,FASTING/UPWAS,JOKICO,JAGGERY,,
15131,GEBI PLASTIC BROOM,CLEANING MATERIAL,GEBI,BROOM,,
15135,WHEEL LEM&JAS (GREEN) POW 1KG,WASHING/DETERGENTS,WHEEL,WASHING POWDER/DETERGENT,,
15262,JWARI SOLAPUR KOHINOR. (BULK),GROCERY,R.K.BAZAR,DHANYA,,
15839,R.K.B.DRY UPWAS WAFEER 200 G,FASTING/UPWAS,R.K.BAZAR(TAX),UPWAS PRODUCTS,,
16018,VIM BAR  (200 X 3) 600 GM+,CLEANING MATERIAL,VIM,DISH WASH BAR,,
16042,EVE COMP BLACK HING POW 25 G,SPICES/MASALA,EVEREST,HING,,
16454,MESWAK T PASTE 150*2 300GM ,DENTAL CARE,DABUR,TOOTH PASTE,,
17381,VANDEVI  HING POWD 50G ,SPICES/MASALA,VANDEVI,HING,,
17396,SANTOOR ALOE FRESH SOAP 100*4,BATH SOAPS,SANTOOR,BATH SOAP,,
17397,QUAKER OATMEAL OATS1.5K.RFL*,BABY/HEALTH-FOOD/DRINKS,QUAKER,WHITE OATS,,
19322,AMUL  COW GHEE 500 ML (R),OIL/GHEE/VANASPATI,AMUL,GHEE,,
20807,KHARIK 500 GM,DRY FRUITS,R.K.BAZAR(TAX),KHARIK,,
22511,MAGGI PICHKOO TOM KET 90G(R),JAM/KETCH-UP/SARBAT,MAGGI,KETCHUP,,
22720,ROYAL SHAHI GULAB MUKHW 100GM,CHOCLATE/CONFECTIONRIES,ROYAL,MUKHWAS,,
22792,SMI & JON GIN.GAR PAS 200 (R,SPICES/MASALA,SMITH & JONES,SPICE-PASTE,,
22954,SHRIYAN GUD CUBE 500 GM,FASTING/UPWAS,R.K.BAZAR,JAGGERY,,
23427,UDID DAL DESI (BULK) D P,GROCERY,R.K.BAZAR,PULSES,,
23839,KHARIK POWDER 100 GM,DRY FRUITS,R.K.BAZAR(TAX),KHARIK,,
24057,KISMISH  (BLACK)  250 GM,DRY FRUITS,R.K.BAZAR(TAX),BLACK KISHMISH,,
24065,NESCAFE SUNRISE COFFEE 1.4 G,TEA/COFFEE,NESCAFE,COFFEE,,
24217,GALA SCRUB PAD 10 CMX 7.5 CM,CLEANING MATERIAL,GALA,SCRUBBER,,
24350,SCENTON ROYAL AIR FRESH.100G,CLEANING MATERIAL,SCENTON,AIR/CAR/ROOM FRESHNER,,
24355,MIX DAL 250GM,GROCERY,R.K.BAZAR(TAX),MIX DAL / MIX SEED,,
24470,HIMALAYA NEEM FACE WASH100G ,COSMETICS,HIMALAYA,FACE WASH,,
24482,NATURAL KHAJUR 250 GM,DRY FRUITS,R.K.BAZAR(TAX),DATES(KHAJUR),,
24559,SOONTH POWDER 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
24561,SOONTH POWDER 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
24628,SILVER PLATE NO- 2,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
24629,SILVER PLATE NO- 3,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
24726,PATANJALI NAMKKEN BISCUIT 80G,BISCUITS/BAKERY,PATANJALI,BISCUITS,,
24773,RK MUKHWAS POLO COIN100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
24855,UNIBIC SNA ACHARI MANGO 300GM,BISCUITS/BAKERY,UNIBIC,BISCUITS,,
25174,SILVER PLATE NO- 5,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
25226,EVE. KASHMIRILAL  POWDE 50 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
25248,DETTOL SKIN CARE SOAP 4*75G,BATH SOAPS,DETTOL,BATH SOAP,,
25374,LION ARABIAN DATES  250GM,DRY FRUITS,LION,DATES(KHAJUR),,
25383,MAKAI POPCORN 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
25497,NATIONAL TOMATO STICKS 180GM,FARSAN/CHIKKI,NATIONAL,WAFERS  & FARSAN,,
25510,PEARS PURE & GENTLE SOAP 50G+,BATH SOAPS,PEARS,BATH SOAP,,
25562,RK MUKHWAS ALSI MIX 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
25575,RK MUKHWAS LEMIONE BIG100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
25617,CHANDRIKA AYUR SOAP 75GM,BATH SOAPS,CHANDRIKA,BATH SOAP,,
25623,HALDIRAMS MOONG DAL 350G ,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
25675,CHANA DAL SUPER 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
25676,CHANA DAL SUPER 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
25677,CHANA DAL SUPER 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
25761,AKROD MAGAJ 50 GM (C),DRY FRUITS,AKROD MAGAJ,R.K.BAZAR(TAX),,
25846,PARLE 20-20 CASHW BUTTER200G,BISCUITS/BAKERY,PARLE,BISCUITS,,
25859,NESTL KITKAT DESERT DELI50G,CHOCLATE/CONFECTIONRIES,KIT-KAT,CHOCLATES,,
25888,PAR BIG KACHA MANGO B 217.8GM,CHOCLATE/CONFECTIONRIES,PARLE,TOFFEE /CANDY,,
25914,PRIL LIME+VINEGAR LIQ 120 ML,CLEANING MATERIAL,PRIL,CLEANING LIQUID,,
25946,MIRCHI KASHMIRI 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
25950,SILVER PLATE NO- 4,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
25959,MIRCHI GANTUR 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
26005,SHENGDANA SUPER 1 KG,FASTING/UPWAS,R.K.BAZAR(TAX),SHENGDANA,,
26006,SHENGDANA SUPER 500 GM,FASTING/UPWAS,R.K.BAZAR(TAX),SHENGDANA,,
26007,SHENGDANA SUPER 250 GM,FASTING/UPWAS,R.K.BAZAR(TAX),SHENGDANA,,
26096,MATKI GAVRAN 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
26099,MATKI GAVRAN 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
26112,RICE NEW  INDRAINI DILITE*,GROCERY,R.K.BAZAR,RICE,,
26201,LION DATES  250GM PLS,DRY FRUITS,LION,DATES(KHAJUR),,
26203,ORIGINAL KIMIA DATES 500GM,DRY FRUITS,KIMIA DATES,DATES(KHAJUR),,
26256,SUNDAY REF SUNFLO OIL(R)1LT ,OIL/GHEE/VANASPATI,SUNDAY,SUNFLOWER OIL,,
26258,SUNDAY REF SUNFLO OIL(J) 5LT,OIL/GHEE/VANASPATI,SUNDAY,SUNFLOWER OIL,,
26313,PARLE MONACO CHEESLING 150GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
26354,COLGATE MAXFRESH RED GP 150*,DENTAL CARE,COLGATE,TOOTH PASTE,,
26355,COLGATE MAXFRESH BLUE 160 GM,DENTAL CARE,COLGATE,TOOTH PASTE,,
26357,COLGATE MAXFRE BLUE G P 80G,DENTAL CARE,COLGATE,TOOTH PASTE,,
26370,SUNFEAST MARIE LIG ORIGI100G,BISCUITS/BAKERY,SUNFEAST,BISCUITS,,
26492,EVE COMP HING POWDER 25 GM,SPICES/MASALA,EVEREST,HING,,
26500,PATANJALI SU D-WASH BAR 175G,CLEANING MATERIAL,PATANJALI,CLEANING SOAP,,
26508,NESTLE MUNCH MAHA CHOCO 18 GM,CHOCLATE/CONFECTIONRIES,MUNCH,CHOCLATES,,
26661,GEMINI SOYA.OIL 1 LT PLS,OIL/GHEE/VANASPATI,GEMINI,SOYABEAN OIL,,
26666,GEMINI SOYA.OIL 5 LT(JAR),OIL/GHEE/VANASPATI,GEMINI,SOYABEAN OIL,,
26725,RUCHI SUNRICH SUN OIL 1LTPLS,OIL/GHEE/VANASPATI,RUCHI,SUNFLOWER OIL,,
26728,RUCHI SUNRICH SUN OIL 5LIT,OIL/GHEE/VANASPATI,RUCHI,SUNFLOWER OIL,,
27226,BOIL RICE KOLAM RAJA RANI,GROCERY,R.K.BAZAR,RICE,,
27310,MR. MAGIC HANDWASH 9G (POUCH),BATH SOAPS,GODREJ (CONSUMERS PRODUCT ),HAND WASH,,
27317,GOWERDHAN GHEE 1LIT POUCH,OIL/GHEE/VANASPATI,GOWARDHAN,GHEE,,
27534,DETTOL COOL SOAP 125 GM,BATH SOAPS,DETTOL,BATH SOAP,,
27562,DETTOL COOL SOAP 75 GM,BATH SOAPS,DETTOL,BATH SOAP,,
27602,SVITY GROUNDNUT OIL 1LTPLS,OIL/GHEE/VANASPATI,KAMANI,GROUNDNUT OIL,,
27610,HIMALAYA REFRE BABY SOAP 75GM,BATH SOAPS,HIMALAYA,BATH SOAP,,
27639,TANG LEMON FLAVOUR 75 GM,COLD/FRUIT DRINKS,TANG,SOFT DRINK CONCENTRATE,,
27672,DABUR RED TOOTH PASTE 100GM,DENTAL CARE,DABUR,TOOTH PASTE,,
27763,HALDIRAMS ALU BHUJIA 220GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
28012,KAJU TUKDA 200 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,7,draft
28251,AKROD MAGAJ 100 GM (C),DRY FRUITS,R.K.BAZAR(TAX),AKROD MAGAJ,,
28274,BRI 50-50 MASKA CHASKA 105GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
28360,PITAMBARI DISH W-BAR 3*200 GM,CLEANING MATERIAL,PITAMBARI,DISH WASH BAR,,
28384,SUNSILK THICK & LONG SHA180M,HAIR CARE,SUNSILK,SHAMPOO,,
28390,R.K.WHOLE WHEAT ATTA 1KG,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
28432,HIMALAYA BABY POWDER 100ML,TALCUM/DEO/PERFUME,HIMALAYA,TALC POWDER,,
28597,PEARS PURE & GENT SOAP3*75G+,BATH SOAPS,PEARS,BATH SOAP,,
28626,ANJIR (R) 100 GM,DRY FRUITS,R.K.BAZAR(TAX),MIXED DRY FRUIT,,
28745,DETTOL ORIGINAL SOAP 75GM*4*,BATH SOAPS,DETTOL,BATH SOAP,,
28949,HIMA BABY MASSAGE OIL 100 ML,HAIR CARE,HIMALAYA,BABY OIL,,
29013,KOKAM LONAWALA 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
29014,R K BIRYANI RICE KHUSHNASIB*,GROCERY,KOHINOOR,BASMATI RK,,
29064,UDID WADA SP. DAL BOLD 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
29542,OIL 15 LIT GEMIINI SUN TIN,OIL/GHEE/VANASPATI,GEMINI,SUNFLOWER OIL,,
29612,HIMALAYA GENTLE BABY SHAM 100,HAIR CARE,HIMALAYA,SHAMPOO,,
29680,RAM BANDHU UDAD PAPAD 200 GM,PAPAD/PICKLES/FRYMES,RAM BANDHU,PAPAD,,
29740,SOCIETY MASALA TEA 100 GM(R),TEA/COFFEE,SOCIETY,TEA,,
29861,SURF EXCEL QUICK WASH 2 KG+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
29913,NUTELLA SPREAD WITH COCO 350G,JAM/KETCH-UP/SARBAT,NUTELLA,JAM,,
29974,JOHNSON BABY SOAP 100 GM,BATH SOAPS,JOHNSON & JOHNSON,BATH SOAP,,
30059,COLGATE MAXFRE COOLING CR81GM,DENTAL CARE,COLGATE,TOOTH PASTE,,
30251,VIM LEMON DISH WASH GEL 500+,CLEANING MATERIAL,VIM,CLEANING POWDER,,
30388,R.K.B.YELLOW CHANA 500GM,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
30444,AJI-N-MOTTO 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
30490,APPY FIZZ APPLE DRINK 250ML,COLD/FRUIT DRINKS,APPY,SOFT DRINKS,,
30513,HIMALAYA H WHIT FACE WASH 50M,COSMETICS,HIMALAYA,FACE WASH,,
30621,TIDE EXTRA POWER JAS&ROS 2KG,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
30633,CYC 3 IN 1 REG AGAR 250GCBD*,POOJA ITEMS,CYCLE,AGARBATTI,,
30713,DETTOL COOL SOAP 75*4 GM,BATH SOAPS,DETTOL,BATH SOAP,,
30830,ACT II INST GLDN P/CORN 100GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
30841,HIMALAYA NEEM FACE WASH150M ,COSMETICS,HIMALAYA,FACE WASH,,
30875,NIVEA COMFORT FRESH DEO 150 M,TALCUM/DEO/PERFUME,NIVEA,PERFUME SPARY & DEO,,
30896,BRITA VITA MARIEGOLD BIS248GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
30921,CLOSE UP RED GEL 150+150G+,DENTAL CARE,CLOSE -UP,TOOTH PASTE,,
31095,HIMALAYA EXTRA MOIST SOAP75G,BATH SOAPS,HIMALAYA,BATH SOAP,,
31164,MEDIMIX AYU COOL  SOAP 5*125G,BATH SOAPS,MEDIMIX,BATH SOAP,,
31172,UDID DAL SUPER 1KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
31173,UDID DAL SUPER 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
31174,UDID DAL SUPER 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
31207,RUCHI GOLD PALMOLEIN OIL 1LT,OIL/GHEE/VANASPATI,RUCHI,PALMOLEIN OIL,,
31213,LIZOL DFC 3IN1 LAVENDER 975M,CLEANING MATERIAL,LIZOL,PHENYLE,,
31214,LIZOL DIS 3IN1 PINK(FLO)975M,CLEANING MATERIAL,LIZOL,PHENYLE,,
31281,NESCAFE CLASSIC 50 GM RFL ,TEA/COFFEE,NESCAFE,COFFEE,,
31328,BOURNVITA 5STAR MAG 500GM(R),BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
31343,OIL TIN 15 LIT FORTUNE SUN,OIL/GHEE/VANASPATI,FORTUNE,SUNFLOWER OIL,,
31351,MTR BADAM DRINK MIX 10GM,FAST FOOD (RADY TO EAT),MTR,READY TO EAT,,
31459,DOMEX THICK TOILET EXPER 500+,CLEANING MATERIAL,DOMEX,TOILET CLEANER,,
31540,SCENTON AIR FRESHER 50GM CB,CLEANING MATERIAL,SCENTON,AIR/CAR/ROOM FRESHNER,,
31579,KALA AMRUT TEA 250 GM,TEA/COFFEE,KALA-AMRUT(TEA),TEA,,
31580,CHANDRIKA AYUR ORI SOAP 350GM,BATH SOAPS,CHANDRIKA,BATH SOAP,,
31592,RIN ADVANCED POWDER 4KG+,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
31612,NUT CRUSH PEANUT CHIKKI 125GM,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
31614,NUT CHOCOLATE CHIKKI 125GM,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
31756,BRITA MILK BIKIS SANDWI 200G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
31855,EXO SAFAI STEEL SCRBER B1&G1,CLEANING MATERIAL,EXO,SCRUBBER,,
31922,VEEANA DHOOP KHADA 100 GM,POOJA ITEMS,VEEANA,AGARBATTI,,
31958,GARLIC NO-1 250 GM,VEGETABLES/FRUITS,R.K.BAZAR(TAX),VEGETABLES,,
31967,CYC GOOD LUCK ROSE DHOOP 20N,POOJA ITEMS,CYCLE,DHOOP,,
31977,R.K.NACHANI ATTA 500 GM,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
32014,KNORR TOM CHATPATA CUP 14.50G,FAST FOOD (RADY TO EAT),KNORR,SOUP,,
32021,PITAMBARI SHINING POW 1 KG,CLEANING MATERIAL,PITAMBARI,CLEANING POWDER,,
32041,QUAKER QC OATMEAL OATS 400GM*,BABY/HEALTH-FOOD/DRINKS,QUAKER,WHITE OATS,,
32058,RK MUKHWAS ORA LEM MIX100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
32112,KINLEY WATAR 1 LTR,COLD/FRUIT DRINKS,R.K.BAZAR,MINERAL  WATAR,,
32114,CLINIC PL ST SCALP AD SHA175+,HAIR CARE,CLINIC PLUS,SHAMPOO,,
32301,WAI WAI MASTI MAS NODLES 330G,FAST FOOD (RADY TO EAT),WAI WAI,NOODLES,,
32329,KAJU DIAMOND - 500 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,17,draft
32393,PATANJALI AAROGYA BISC88.33GM,BISCUITS/BAKERY,PATANJALI,BISCUITS,,
32399,TIDE JASMINE & ROSE POW 1KG*,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
32400,TIDE JASMINE & ROSE POW 4+1KG,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
32402,TIDE JASMINE&ROSE POWDE 500G,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
32407,SHENGDANA BEST (BULK),FASTING/UPWAS,R.K.BAZAR,SHENGDANA,,
32445,PARLE KRACKJACK BIS 200 GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
32508,WHISPER CHOICE WINGS 6 PADS,SANITARY NAPKINS/DIAPERS,WHISPER,SANITARY NAPKINS,,
32582,GUD S P 500 GM,FASTING/UPWAS,R.K.BAZAR(TAX),JAGGERY,,
32607,BRITA MILK BIKIS PLAIN 170.5G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
32613,GOLD WINNER SUNF OIL 1LT(R) ,OIL/GHEE/VANASPATI,GOLD WINNER,SUNFLOWER OIL,,
32687,MR WHITE ACTIVE POW POWDER 5K,WASHING/DETERGENTS,MR WHITE,WASHING POWDER/DETERGENT,,
32740,TOOR DAL PRE JALANA 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
32788,AMUL PURE GHEE 1 LT (R),OIL/GHEE/VANASPATI,AMUL,GHEE,,
32793,WHEAT TESTY   PALAK*,GROCERY,R.K.BAZAR,WHEAT,,
32854,PARLE- G BISCUITS 250GM ,BISCUITS/BAKERY,PARLE,BISCUITS,,
32916,PARLE-G BISCUITS 110 GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
32930,BRITA G/D BUTTER BISCUI 68 GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
33005,HILLERS SCHEZWAN CHUTNEY 250G,JAM/KETCH-UP/SARBAT,HILLERS,SAUCE,,
33006,HILLERS TOMATO KETCHUP 950GM,JAM/KETCH-UP/SARBAT,HILLERS,KETCHUP,,
33022,MALAS ROSE SYRUP 750ML,JAM/KETCH-UP/SARBAT,MALAS,SYRUP/CRUSH,,
33049,PARLE MONACO CLASIC BIS 69.6G,BISCUITS/BAKERY,PARLE,BISCUITS,,
33071,LAXMI DHOOP (BIG) NO-8,POOJA ITEMS,VEEANA,AGARBATTI,,
33074,AMUL CHOCOMINIS 250 GM,CHOCLATE/CONFECTIONRIES,AMUL,CHOCLATES,,
33126,GHADI DETERGENT POWDER 1KG,WASHING/DETERGENTS,GHADI,WASHING POWDER/DETERGENT,,
33136,R.K.WHOLE WHEAT ATTA 2KG,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
33178,SURF EXCEL BAR 100 GM+,WASHING/DETERGENTS,SURF EXCEL,WASHING SOAP,,
33188,GILLETE MACH3 CATR 4PC,SHAVING PRODUCTS,GILLETTE,SHAVING GEL,,
33235,PARLE KRACKJACK BISCUIT 63GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
33241,BRITANNIA MARIA GOLD4+1 120G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
33263,B RICE BROWN KOLAM(BULK),GROCERY,R.K.BAZAR,RICE,,
33292,PARLE  MARIE 250GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
33296,JAIFAL 2 PCS,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
33516,GOOD KNIGHT ADV ACTIV REFIL ,INSECTICIDES/REPELLANT,GOOD KNIGHT,MOSQUITO LIQUID,,
33518,SURF EXCEL BAR 4*200GM*,WASHING/DETERGENTS,SURF EXCEL,WASHING SOAP,,
33536,LIJJAT UDAD PAPAD 500 GM,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
33701,BLEACHING POWDER 100GM (R),WASHING/DETERGENTS,R.K.BAZAR,BLEACHING POWDER,,
33710,SCOTCH BRITE STEEL -0 15GM,CLEANING MATERIAL,SCOTCH BRITE,SCRUBBER,,
33752,GALA LEADER WIPER,CLEANING MATERIAL,GALA,WIPER,,
33829,VANDEVI YELLOW HING POW 50GM,SPICES/MASALA,VANDEVI,HING,,
33831,VANDEVI YELLOW HING POW 100GM,SPICES/MASALA,VANDEVI,HING,,
33846,EVE. SUPER GARAM MAS 100 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
33847,EVE SUPER GARAM MAS 200 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
33848,EVE. SUPER GARAM MAS 50 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
33871,HALDIRAM MINI BHAKARWADI 200G,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
33872,SUNCITY SOFT TISSUE  100PCS,MISC/OTHERS,TISSUES,NO BRAND,,
33985,NILONS GIN GAR PASTE 200GM*,SPICES/MASALA,NILONS,SPICE-PASTE,,
33989,NILONS PREMI VERMI T&RO 110G*,FAST FOOD (RADY TO EAT),NILONS,VERMICILLY,,
34083,GALA CHANDRA GOLD BRUSH,CLEANING MATERIAL,GALA,BRUSH,,
34115,POND DREAM PINK LILY TALC200*,TALCUM/DEO/PERFUME,PONDS,TALC POWDER,,
34161,GLUCOVITA BOLTS ORANGE F18GM,CHOCLATE/CONFECTIONRIES,GLUCOVITA-D,CHOCLATES,,
34171,HALDIRAM KHATTA MEETHA 175 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
34208,PARA ALOVERA COCO H-OIL 150M*,HAIR CARE,PARACHUTE,HAIR OIL,,
34314,SMI & JON PERI PERI MASALA10G,SPICES/MASALA,SMITH & JONES,SPICE-PASTE,,
34358,TOOR DAL FATKA 1KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
34392,SECRET TEMPT PASSION DEO 150M,TALCUM/DEO/PERFUME,TEMPTATION DEO,PERFUME SPARY & DEO,,
34441,CHING SCHEZWAN INS NOOD 60G,FAST FOOD (RADY TO EAT),CHINGS,NOODLES,,
34453,MAKAI ATTA 250 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
34497,SUHANA AMB KANDA LAS MAS 100G,SPICES/MASALA,SUHANA,SPICE-POWDER,,
34498,RICE JSR LACHRI KOLM JAGRUTHI,GROCERY,R.K.BAZAR,RICE,,
34511,HARPIC POWER LIQ ORANGE 500M,CLEANING MATERIAL,HARPIC,TOILET CLEANER,,
34542,PARLE-G BIS 94GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
34566,RICE MEDIUM JUNA TULSI GOLD*,GROCERY,R.K.BAZAR,RICE,,
34579,R.K.B.KALA CHANA 100GM,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
34580,R.K.B.KALA CHANA 200GM ,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
34608,TIDE ETRA PWR LEMON &MINT2K,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
34613,MEDIMIX  AYU 18 HERB 125*3GM,BATH SOAPS,MEDIMIX,BATH SOAP,,
34627,NEPTHELENE BALLS 100 GM,CLEANING MATERIAL,BRAND NO,NAPTHELENE BALLS,,
34646,INDIA GATE ROZANA BASRICE 5KG,GROCERY,INDIA GATE,BASMATI BRANDED,,
34656,AKKA UDAD WHITE 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
34800,HIMALAYA BABY GEN SOAP 75GM,BATH SOAPS,HIMALAYA,BATH SOAP,,
34821,NESTLE MILKY BAR MOOSHA 44GM,CHOCLATE/CONFECTIONRIES,NESTLE,CHOCLATES,,
34839,AKKA HALKUND 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
34862,MIRCHI LAVANGI 500GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
34877,CHING SCHEZWAN INS NOOD 240G,FAST FOOD (RADY TO EAT),CHINGS,NOODLES,,
34923,GODREJ NO.1 LIME&ALOE 5*100GM,BATH SOAPS,GODREJ (CONSUMERS PRODUCT ),BATH SOAP,,
34944,BRITANIA MARIE GOLD 1 KG*,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
34959,DERMI COOL ALOVERA POW 150G ,TALCUM/DEO/PERFUME,DERMI COOL,TALC POWDER,,
35007,GUD KOL (MAYUR) 450 GM,FASTING/UPWAS,R.K.BAZAR,JAGGERY,,
35079,SUNNY DISINF PREMIUM PHENY1LT,CLEANING MATERIAL,SUNNY,PHENYLE,,
35177,SUHA PANEER MAKHAN GRVY M 50G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
35179,SUHANA PANEER TIKKA GRVY 50G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
35206,PARLE NUTRI LITE CRA BIS 200G,BISCUITS/BAKERY,PARLE,BISCUITS,,
35228,MIRCHI LAVANGI 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
35237,DETT ORIGIN H/W 675 M RFL*,BATH SOAPS,DETTOL,HAND WASH,,
35273,PARLE BOURB CHO CRE BIS 167G,BISCUITS/BAKERY,PARLE,BISCUITS,,
